stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.66,0,0,0,0,0,0,0,0,0,0
  5-6,11.62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,24.07,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.77,0,5.89,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.81,5.29,0,0,632.65,0,0,19.83,42.71,0,42.16,0,0,0,0,0,0
 14-21,0,0.9,0,0,4072.6,61.99,0,28.26,0,575.85,0,10.89,3.4,0.91,1.45,0.91,3,0,0,0,0,271.14,27.29,0,436.7,9355.94,0,0,16.9,2.3,0,127.49,813.92,4.8,286.24,3345.67,194.16,0,0,8.34,0,0
 24-34,0,0,0,0,6588.17,3.07,0,47.09,336.48,2890.93,0,13.17,0.69,6.5,2.32,2.22,2.94,3.73,0.6,1.41,0,388.34,63.94,0,220.16,5629.61,12.55,11.42,4.62,0,0,411.27,0,2.77,72.8,496.76,222.62,0,0,64.76,0,9.29
 36-46,0,0,0,0,4080.67,0,0,37.54,522.77,3222.63,25.57,147.92,0.95,0,4.46,4.01,25.89,3.44,0,0,10.03,225.76,46.42,7.18,87.24,1745.01,0.55,12.4,0,0,0,262.9,0,0.7,63.84,29.33,275.28,0,0,21.84,0,5.29
 48-58,0,0,0,0,2708.64,1.16,0,70.45,358.71,2842.26,24.11,294.38,0,0,8.3,0.57,0,2.58,2.35,0,12.71,227.11,32.69,2.8,42.11,638.42,0,15.41,0,3.66,0,56.01,0,0,11.25,0,116.14,0,0.64,1.42,0,18.65
 60-70,1.61,0,0,0,2208.99,0,0,122.73,249.55,2205.76,37.04,258.04,1.54,0,0,4.37,3.71,0,2.19,6.57,0.88,189.56,30.24,2.3,38.7,270.05,0,24.03,0,0,0,49.62,0,3.1,9.01,0,33.74,1.84,0.69,3.86,0.61,9.92
 72-82,0,0,0.95,0,1747.57,5.11,0,96.97,233.87,1892.83,39.11,153.91,8.03,0,0.66,0.59,6.11,0,11.01,0.96,0,165.17,15.78,1.31,54.27,281.73,0,43.87,1.48,0,0,12.17,0,5.14,7.52,0,14.3,7.05,1.33,13.94,5.38,16.98
 84-94,0,0,0,0,2995.89,19.77,0,86.83,403.14,3236.02,28.23,115.67,11.09,0,3.61,0,17.99,7,1.41,0,0,169.49,18.02,3.88,65.77,190.59,0.62,70.55,4.02,0,0,49.1,0,0.58,11.42,0,39.67,22.83,0,15.58,10.95,6.99
 96-106,0,0,1.1,0,2511.23,34.64,1.72,171.87,517.63,2911.36,13.5,90.84,22.59,0,0.97,2.07,16.87,3.95,2.78,13.63,0,107.76,36.04,23.54,67.02,261.32,1.21,109.31,0.57,10.66,4.67,29.88,0,0,16.36,0,7.98,26.8,4.14,15.57,2.98,7.18
108-118,1.01,0,0,0,2184.86,0.6,3.31,76.47,478.96,4057.13,19.06,75.39,32.61,0,0,2.51,4.12,1.63,0.55,12.94,0,117.99,25.54,10.99,91.21,187.93,0.69,73.47,1.83,0,6.78,17.84,0,2.74,16.36,0,8.11,33.33,0,27.87,3.2,10.43
120,5.05,0,0,0,1354.48,12.96,0,73.12,338.75,2043.14,7.67,68.75,15.44,0,0,0,1.02,3.57,0,0,0,91.47,17.51,29.46,45.26,131.88,0,26.14,0,0,0,9.67,0,0,0,0,9.29,11.03,3.88,2.09,0,0
