stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,232.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.47,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.36,191.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69,0,0,0,0,0,753.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.19,20.64,0,3.36,0,0,75.79,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,373.41,28.24,0,0,95.64,0,268.69,7.62,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.6,0,118.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,869.25,25.29,0,0,78.9,0,24.92,18.94,0,17.47,0,0,9.81,0,0,0,0,0
 14-21,0,0,0,1.95,54.63,2.42,1.09,0,0,0,1.25,3.01,0.81,0,0,8.33,0,0,0,0,1.65,0,0,9.7,46.57,0,1.55,2.45,0,0,13.95,2.49,1.25,5.83,0,3.59,24.45,0,0,1.62,0,0
 24-34,0,0,0.65,2.06,37.31,0,6.81,0,3.53,0,0.61,0.67,0,0,0,7.84,0,2.92,0,5.22,11.52,0.74,0,2.7,285.27,0.97,13.46,8.36,0,0,54.59,0,0,6.9,0,0.95,92.88,0,0,2.19,0,1.7
 36-46,0,0,0,0,16.77,0,12.35,0,5.09,0.62,4.54,0.66,0,0,0.62,6.5,0,2.23,5.5,17.1,10.22,7.35,0.57,3.6,674.96,0,15.68,22.5,0,0,95.35,0,0,0.65,0,0,104.09,0,0,2.82,0,0
 48-58,0,0,0,0.43,12.79,0,68.18,0,4.66,4.72,13.27,2.2,3.26,0,0,4.13,0.38,1.98,3.6,3.41,21.83,0.7,0.99,2.23,1235.51,0,15.53,11.95,0,0,62.2,0.98,0,7.99,0,0,150.73,0,0,3.77,0,8.45
 60-70,0,0,0,0,21.45,0,152.11,0.65,21.88,0.59,24.83,3.6,0,0.75,0,0,0,4.13,3.74,3.98,11.6,0,0,3.79,1820.18,0,16.29,10.3,0,1.22,64.22,0,0,3.19,1.01,0,177.7,0,0.67,0.84,0,10.59
 72-82,0,0,1.15,0,18.02,1.53,127.73,0,3.75,1.05,34.86,4.25,0,2.73,0.54,1.95,0,5.61,0,0,15.56,6.46,3.05,3.9,1688.5,0,9.45,20.71,1.13,0,47.37,0,0,3.73,0,0,65.4,0.74,1.57,1.61,0,0
 84-94,0,0,0,0,35.38,0,150.75,0,7.2,1.64,22.54,4.68,2.13,0,2.95,12.31,0.76,8.34,1.15,0.95,12.25,1.92,0.61,2.72,1034.33,5.65,8.05,16.51,0,2.79,139.66,0,0,5.52,0,0,38.34,4.04,0,1.91,1.17,6.6
 96-106,0,0,0,0,40.73,5.18,65.44,0.71,3.71,0,24.15,11.46,1.32,1.89,3.56,5.82,0,10.45,16.6,0,16.02,2.19,0,0.77,933.43,0,28.79,28.93,0,1.33,108.32,0,0,1.67,0,0,39.79,5.04,0.92,10.59,1.16,2.92
108-118,0,0,1.05,0,51.92,0,111.83,0,8.89,0.75,11.87,12.87,0,0.68,3.79,10.58,2.02,4.96,1.52,0,7.21,14.66,0,0.52,848.15,2.9,23.39,24.91,0,0,99.26,0,0,2.85,0,0,32.54,1.35,2.33,1.27,2.5,0.87
120,0,0,0,0,64.75,0,157.6,0,11.15,0,49.26,35.64,0,0,3.84,4.68,0,11.25,5.49,0,14.99,7.3,0,1.03,1401.17,0,29.88,18.66,0,4.48,103.98,0,0,2.68,0,0,49.73,11.04,0,1.14,0,0
