stage,eye,glial,mesenchyme,neural,olfactory,pronephros,spinal.cord
 14-21,0,1.49,0,0,0,0,5.57
 24-34,0,3.09,0,0.61,0,0,0.74
 36-46,0,0,0,0.68,0,0,0
 48-58,0,1.51,2.92,0,0,0.61,0.8
 60-70,0,2.63,0,0,0,0,2.85
 84-94,2,0.56,0,0,3.34,0,0
108-118,2.07,0.71,0,0,0,0,0
