stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.12,341.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,59.45,1244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.01,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
  7-9,37.25,54.54,0,40.45,0,0,58.01,0,0,0,0,0,34.1,0,0,0,0,0,0,0,0,0,0,0,1053.04,14.89,0,0,246.89,0,0,4.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.38,0,16.89,0,5.34,64.17,0,0,0,0,0,7.83,0,0,0,0,0,0,0,0,0,0,0,505.84,53.78,0,0,319.72,0,0,0,0,54.61,0,0,0,0,0,0,0,0
 14-21,0,1.36,0,3.46,33.38,1.06,7.84,0,0,0,1.01,0.96,0,0,0,0,0,0,0,0,0.81,0,0,5.01,90.23,2.36,1,0,1.02,0,6.62,0.9,21.86,0,0,14.83,26.59,0,0,0,0,2.62
 24-34,0,0,2.15,0.7,17.39,0.75,16.2,0,0,0.68,9.7,0,0,0.89,0.71,1.64,0,0.61,2.41,0,23.27,0,0,11.18,326.9,3.63,8.11,6.04,0,0,42.63,0,0,0,0,4.94,80.01,0,0,6.53,0,0.77
 36-46,0,0,0,0,20.3,1.19,54.91,0,0,0,5.26,0,0,3.56,0,0,13.07,1.91,0,0,17.04,3.01,0.85,3.77,125.3,1.48,6.51,1.39,0,0,61.89,0,0,0,0,0,21.42,0,0,3.72,0,0
 48-58,0,0,0,0,15,1.05,163.91,0,1.71,4.01,22.96,2.98,0,2.41,0,0,0,0,2.62,3.2,34.62,2.55,0.89,7.24,279.79,0,2.88,6.59,0,0,18.17,0,0,1.22,0,0,46.85,0,0.64,11.7,0,1.91
 60-70,0,0,0,0,23.97,0,127.98,1,1.49,3.65,18.21,1.27,0,0.93,0,0.56,0.66,0,0,0.88,47.8,0,0,3.86,159.83,1.31,7.3,0.84,0,0,23.31,0,0,0,0,0,31.22,1.22,0,10.53,0,8.49
 72-82,0,0,1.29,0,8.26,1.91,91.08,0,1.91,3.31,23.76,0.49,0,0.9,2.46,1.13,0,2.28,0,6.74,67.8,0,6.39,0,112.15,0,1.02,0.51,0,0,19.5,0,0,1.13,3.45,0,12.93,0,7.39,10.21,2.12,0
 84-94,0,0,3.91,0,12.85,2.54,57.23,0,1.94,0,27.86,0,0,0,2.45,2.68,0.76,0,0,0,38.04,6.09,2.81,5.87,87.19,1.33,4.87,0,0,0,21.35,0,0,0.57,0,0,7.22,0,1.26,11.69,0,0
 96-106,0,0,0,0,13.44,9.14,40.91,0,4.4,0,13.96,2.66,0,0,5.81,0,0,0,0,0,35.09,0.7,0,1.67,106,0,1.13,4.85,0,0,33.07,0,0,0.82,0,0,9.05,0,4.31,11.79,3.77,2.22
108-118,0,0,0.85,0.74,22.84,3.87,52.69,0,3.7,1.02,15.61,0.42,0,0,6.32,0,1.36,0,0.99,0,30.86,0,1.13,1.64,106.1,0,7.74,1.64,0,0,18.25,0,0,4.32,0,0,5.45,0,2.34,6.54,0,4.55
120,0,0,0,4.41,30.53,8.39,138.53,2.29,11.16,0,96.65,4.16,0,0,11.46,3.52,2.63,0,0,1.51,110.09,0,16.56,2.54,379.24,4.62,19.26,20.26,0,4.59,45.91,0,0,0,2.07,0,36.04,2.24,7.39,19.6,16.66,0
