stage,eye,glial,mesenchyme,neural,slow.muscle,spinal.cord
 14-21,0,0,0,0,1.23,1.25
 24-34,0,0,0,2.33,0,1.36
 36-46,0,0,0.91,3.3,0,0.57
 48-58,0,0,0.83,11.15,0,1.76
 60-70,2.43,1.15,0.89,6.67,0,1.7
 72-82,13.06,4.18,0,12.59,0,1.76
 84-94,12.45,0,2.99,16.22,0,0
 96-106,8.64,0,0,5.65,0,0
108-118,10.99,0.48,3.8,12.55,0,0
120,1.2,0,0,37.02,0,0
