stage,epidermis,eye,fin_epithelia,mesenchyme,neural,periderm
 24-34,0,0,0,0,0,3.56
 36-46,0,0,0,0,0,4.24
 48-58,0,0,0.74,0,0,4.5
 60-70,0,0,0,0,0,11.67
 72-82,0.68,0,0,0,0,2.24
 84-94,0,0,0,0,0,8.5
 96-106,0.69,1,0,0,0,6.88
108-118,1.52,0,0,0,0.64,9.82
120,5.62,0,0,7.93,5.11,8.25
