stage,endocrine.pancreas,epidermis,eye,fin.epithelia,liver,mesenchyme,neural,notochord,olfactory,periderm,spinal.cord
  7-9,0,0,0,0,0,0,0,5.81,0,0,0
 14-21,0,0,0,0,1.02,0,0,0,0,0,0
 24-34,0,0,0,0,0,1,0,0,0,1.94,0
 36-46,0,0,0,0,0,1.81,1.47,0,0,0,0.63
 48-58,0,0,0,0,0,0,0.54,0,0,0.94,0
 60-70,0,0,0,0,0,0,2.31,0,0,10.3,0
 72-82,0,0,0,0,0,0,0.72,0,1.2,0,0
 84-94,0,0,3.66,0,0,4.44,0,0,0,2.07,0
 96-106,1.14,1.9,0,0,0,0,8.21,0,0,1.65,0
120,0,1.48,0,1.49,0,0,0,0,0,0,0
