stage,erythrocytes,eye,glial,neural,slow.muscle,spinal.cord,vasculature
 14-21,0,0,0,22.29,0,28.51,0
 24-34,0,3.19,0,127.21,0.63,30.94,2.79
 36-46,0,0,5.88,33.53,0,3.01,0
 48-58,0,0,7.65,11.65,0,2.59,0
 60-70,0,0,2.14,0,0,0,0
 72-82,4.04,0,1.23,0,0,0,0
 84-94,0,0,1.16,8.66,0,0,0
 96-106,0,0.71,0,0,0,0,0
108-118,0,0,2.81,0.47,0,0,0
120,0,4.77,11.74,0,0,0,0
