stage,epidermis,eye,fin_mesenchyme,glial,mesenchyme,neural,paraxial_mesoderm,spinal_cord
 10-12,0,0,0,0,0,0,5.64,0
 24-34,0,0.61,0,0,0,5.12,0,2.21
 36-46,0,0,0,0,0,0.61,0,0.72
 48-58,0,0.47,0,0,0,1.59,0,0.99
 60-70,0,0,0.7,0,0.91,1.82,0,0
 72-82,0,1.31,0,0,1.01,1.08,0,0
 84-94,1.58,2.01,0,3.31,0,1.08,0,0
 96-106,0,1.56,0.89,0,0,0,0,0
108-118,0,0.83,0,0,3.73,3.67,0,0
