stage,epidermis,eye,gut,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord
  7-9,0,0,0,0,0,5.41,0,3.37,0,0
 14-21,0,0,0,0,0,0.94,0,0,0,0
 24-34,0,0,0,0,1.6,2.69,1.53,0,1.11,0
 36-46,0,0.6,0,0,0,1.82,0,0,0,0.61
 48-58,0,1.22,0,0,0,1.32,0,0,0,0
 60-70,0.9,0,0,0.8,0,0.58,0,0,0,0
 72-82,0,1.56,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0.96,0,0,0,0
 96-106,0,1.25,0,0,0,0,0,0,0,0
108-118,0,0.7,0.68,0,0,0.81,0,0,0,0
