stage,glial,immune,mesenchyme,mural.cell,muscle,neural,notochord,presomitic.mesoderm,somites,spinal.cord,xanthophores
 14-21,0,0,0,0,3.34,0.93,2.18,0,1.71,0.81,0
 36-46,0,0,0.62,0,0,0,0,0,0,0,0
 48-58,0,0,0.96,1.17,0,0.59,0,0,0,0.41,0
 60-70,0,0,2.62,0,2.52,0,5.06,1.38,0,0,2.69
 72-82,1.43,0,9.42,0,0,0,0,0,0,0,0
 84-94,0,1.42,0.98,0,1.02,0,0,0,0,0,0
 96-106,0,0,3.33,0,0,0,0,0,0,0,0
108-118,0,0.87,1.17,0,0.6,0,0,0,0,0,0
120,0,3.69,0,0,0,0,0,0,0,0,0
