stage,eye,glial,neural,olfactory,periderm,spinal.cord
 14-21,0,0,0.92,0,0,1.08
 36-46,0,0,0,0,9.65,0
 48-58,0,0,0.53,0,0,0.74
 60-70,0,1.03,0,0,0,0
 72-82,0,0.96,0,0,0,0
 84-94,0,0,1.54,0,0,0
 96-106,0.98,0,0,0,0,0
108-118,0,0,2.35,0,0,0
120,0,0,0,1.26,3.58,0
