stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,636.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76,0,0,0,0,0,0,0,0,0,0
  5-6,51.94,922.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01,0,0,0,0,0,22.68,0,0,0,0,0,0,0,0,0,0
  7-9,32.43,24.34,0,37.7,0,0,0,68.46,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,649.59,11.98,0,0,171.56,0,3.63,11.51,0,0,0,0,0,0,0,0,0
 10-12,0,22.7,0,37.67,0,19.36,0,47.77,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,605.75,19.51,0,0,129.69,0,0,0,0,18.13,0,0,0,0,0,0,0
 14-21,0,0,0,2.89,19.65,7.84,0,9.2,0,0,0,1.23,5.49,0,1.66,0.81,2.13,0,0,19.66,7.93,18.25,0,0,4.63,110.39,3.06,0,1.04,1.99,0,6.42,0,2.14,0.9,4.92,32.89,0,0,0,0,1.34
 24-34,0,0,0.71,0.78,12.67,3.08,0,32.65,0,0.92,0,5.45,0,0,1.45,3.62,3.59,0,0,2.51,10.47,36.62,0,0.69,8.81,236.66,11.46,0,0,0,0,9.77,0,0,3.09,2.76,41.8,0,0,43.97,0,25.4
 36-46,0,0,0,0,6.13,0,0,28.87,3.13,0,0.82,22.54,0,0.76,0,16.22,2.49,0,0,0,12.95,20.38,2.76,0,5.88,272.75,2.06,3.17,0.83,0,0,21.99,0.81,0,8.63,0,56.26,0,0,10.88,0,19.47
 48-58,0,0,0,0,7.1,1.05,0,53.92,0,0,1.23,42.52,1.91,0,1.27,0.51,0.38,3.96,0.43,0,30.85,29.57,0,0.69,7.93,155.96,1.39,1.41,0,0,0,10.48,0,0,0,0,53.76,0,0,15.63,0,13.84
 60-70,0,0,0,0,8.22,1.81,0,72.42,0,0,0,42.68,0.69,0,5.13,9.95,0,7.36,0,1.51,11.56,58.31,2.11,2.36,3.89,91.45,9.55,1.4,1.38,0,0,10.87,0,0,2.43,0,31.23,0,0.63,25.89,0,3.65
 72-82,0,0,2.23,0,2.08,5.16,0,78.24,0,0,4.93,44.78,1.83,0,1.22,13.28,0.83,14.29,0.92,0,4.11,86.33,1,3.19,6.44,93.37,1.43,0.58,0.89,0,0.84,21.34,0,0,2.83,0,19.73,0,0.52,13.25,2.14,0
 84-94,0,0,0,0,16.09,14.51,3.96,56.31,0,1.31,4.94,73.78,6.27,0,0,16.11,3.61,13.31,1.72,0.58,21.9,60.81,0.62,4.33,4.53,68.86,2.72,0,1.63,0,0.57,41.21,0,0,1.79,0,7.27,0,1.49,13.24,0.91,12.51
 96-106,0,0,0.63,0,17.24,0.67,0,65.52,0,0.69,0.59,45.23,5.95,0,2.28,13.32,4.08,12.3,0,7.25,3.83,42.31,1.09,1.99,0.66,89.15,0.73,0,2.1,0,0.99,63.28,0,0,2.45,0,13.17,1.47,3.94,13.41,1.17,18.06
108-118,0,0,0,0,21.25,4.91,12.08,62.48,0,3.9,2.26,25.32,9.18,0,3.48,15.29,6.88,22.49,0,12.48,4.42,65.95,3.26,1.56,2.84,109.33,2.54,0,5.78,0,0,25.82,0,0,6.74,0,18.01,0,1.62,7.74,2.13,7.41
120,0,0,0,0,52.76,4.27,1.61,21.12,1.87,8.49,9.33,99.23,22.59,0,0,49.75,1.05,10.84,0,4.58,3.05,109.48,13.93,14.68,12.99,152.22,2.6,36.91,1.47,0,12.66,55.87,0,0,3.26,0,5.94,0,0,13.5,9.56,0
