stage,axial,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,lateral.line,mesenchyme,mural.cell,muscle,neural,olfactory,otic,periderm,spinal.cord,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0,0,276.12,0,0,0,0,0.76,5.2,0,6.04,0,1.45,31.54,1.19,0.71,1.68,4.48,2.7,0,0
 36-46,0,1.68,0,1360.45,0,0,0.71,0,0,0,0,0.91,0,0,42.74,0,0,0,6.85,0,0,0.98
 48-58,0.39,0.42,0,819.67,0,1.4,3.22,0,0,0,0.74,2.02,0,5.48,28.15,0,0,0.66,5.6,0,0,0.63
 60-70,0,6.81,0,1496.89,0,0,1.39,0,0,7.35,0,1.34,0,0.99,26.51,0,3.17,2.12,4.5,0,0,0
 72-82,0,0.65,0.5,1211.92,0,0,2.57,0,0,0,0,8.28,1.81,2.08,20.3,0,0,0,3.88,0,3.41,0
 84-94,0,0,0,950.96,0,0,0,0,0,0,0,0.57,0,0,3.58,0,0,0.94,0,0,0,2.28
 96-106,0,0,0,339.14,0,0,0,3.97,0,0,0,3.59,0,1.08,0.86,0,0,0,0,0,0,0
108-118,0,0.7,0,486.11,0.77,0,1.63,0,0,0,0,5.5,2.39,0,16.13,0,0,0,2.21,0,0,0
120,0,0,0,242.86,0,0,0,0,0,0,0,2.84,0,0,31.92,0,1.43,0,0,0,0,0
