stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1106.78,23975.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.32,0,0,0,0,0,0,0,0,0,0,0
  5-6,1542.05,19568.47,0,10.71,0,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,531.07,31.04,0,0,67.81,0,215.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,195.09,215.55,0,428.81,0,5.98,0,723.13,0,0,0,0,0,275.77,0,0,0,0,0,0,0,0,0,0,0,6259.06,176.82,0,0,2279.43,0,9.51,46.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,128.75,0,269.1,0,32.01,0,493.24,0,0,0,0,0,104.86,0,0,0,0,0,0,0,0,0,0,0,4866.79,155.17,0,0,1602.86,0,4.49,9.81,8.79,232.79,0,17.93,14.57,0,0,0,0,0
 14-21,0,0,0,23.51,288.2,44.34,0,119.22,0,0.87,0,36.75,7.6,6.01,7.44,0,2.72,0.87,0,0,0,140.79,0,0,109.42,2029.65,60.62,2.9,11.25,61.1,0,68.85,0,194.68,12.88,7.35,173.7,621.24,0,0,10.35,0,0.84
 24-34,0,0,0,9.36,112.57,9.92,0,440.62,0,11.6,4.26,79.99,3.21,0,12.46,2.86,5.93,1.7,1.99,3.66,1.54,409.76,1.23,3.43,172.2,3705.8,17.82,19.89,19.41,1,0.99,113.47,0,0,7.82,1.33,34.61,870.63,0,0,102.11,0,17.6
 36-46,0,0,0,0.67,90.17,2.34,0,927.18,1.79,5,9.26,128.74,1.33,0,10.18,12.12,5.68,23.52,4.29,4.62,12.44,420.3,1.45,8.26,136.03,3291.25,13.58,18.06,10.45,0,0.77,103.81,0,0,5.32,1.55,0.84,912.84,0,0,46.36,0,12.76
 48-58,0,0,0,0.42,54.63,5.01,0,1061.8,4.39,8.89,20.55,185.58,1.43,5.71,7.91,4.59,2.36,9.54,0.9,3.69,12.81,514.24,8.42,27.87,105.01,2424.24,7.76,9.81,13.73,0,1.09,73.13,0,0,4.39,0,0,447.09,0,2.12,47.73,0,36.8
 60-70,0,0,0.62,0,50.85,1.38,0,1180.41,0.84,1.03,28.28,248.63,4.89,6.87,6.03,20.38,2.35,0.6,9.54,7.9,1.91,558.09,0,36.83,52.87,2401.93,7.6,10.03,21.84,0,0.96,81.41,0,0,3.51,0,0,304.86,0,6,30.72,11.08,18.43
 72-82,0,0,4.29,0.56,42.63,53.13,0,961.62,0.82,8.04,28.56,254.77,8.16,0.52,13.57,9,1.76,4.04,6.77,0,3.42,631.74,1.47,25.44,63.89,1815.08,5.08,15.7,6.42,0,2.32,35.18,0,0,1.5,0,0,244.75,10.64,10.36,53.98,10.28,33.78
 84-94,0,0,9.62,0,74.33,50.51,1.24,649.67,5.74,16.16,25.61,162.3,17.13,1.26,2.66,15.67,6.09,18.35,2.24,6.86,0.96,419.41,14.62,35.66,49.88,1158.77,7.85,21.1,18.86,0,7.52,111.2,0,0,4.79,0.66,0,122.61,2.9,10.49,41.82,13.1,28.96
 96-106,0,0,3.29,0,76.21,77.39,0,577.35,4.54,27.27,5.04,223.3,30.94,1.32,12.37,17.16,13.57,15.88,9.55,0.87,3.55,404.11,8.45,6.68,41.28,1046.9,6.4,24.26,28.89,0,15.09,91.67,0,0,3.09,0.82,0,76.84,8.27,7.9,79.21,12.11,20.53
108-118,0,0,3.22,1.34,85.96,22.21,8.83,470.07,9.09,10.62,15.52,224.12,18.56,0,14.24,22.45,14.69,20.7,1.77,7.07,5.74,447.43,17.13,14.8,50.34,1291.05,9.4,11.85,14.21,0,2.45,81.92,0,0,5.81,0.47,0,47.3,15.44,10.96,68.21,10.39,7.15
120,0,0,0,0,94.03,42.14,1.14,607.96,6.33,28.95,3.26,289.87,27.85,0,16.77,38.06,17.12,20.07,8.78,2.77,19.72,501.78,1.05,16.51,28.6,1725.27,12.42,23.79,23.67,0,12.53,104.86,0,0,2.6,0,0,52.65,5.59,36.69,114.57,23.1,0
