stage,blastomeres,epidermis,erythrocytes,eye,fin.epithelia,glial,iridophores,mesenchyme,muscle,neural,periderm,pronephros,spinal.cord
  5-6,7.21,0,0,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0.65,4.16,0,0,0
 36-46,0,3.99,0,0,0,0,0,0,0,0.92,0,4.62,0
 48-58,0,0,0,2.13,0,1.35,0,0,0,1.18,0.5,0,1.02
 60-70,0,0,0,0.91,0,1.72,0,0,0,0,0,0,0
 72-82,0,0,2.92,4.02,0,4.67,5.83,1.86,0,0.94,0,0,0
 96-106,0,0,3.26,0,0,0,0,0,0,1.93,0,0,0
108-118,0,0,0,0,0.48,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,2.27,0,0,0
