stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.01,456.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.61,455.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.36,6.07,0,0,0,0,41.49,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.44,12.56,0,82.92,0,0,0,11.15,0,0,0,0,0,72.43,0,0,0,0,0,0,0,0,0,0,0,385.72,12.84,0,0,42.48,0,95.28,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.29,0,181.97,0,8.32,0,8.62,0,0,0,0,0,38.3,0,0,0,0,0,44.68,0,0,0,0,0,562.63,6.15,0,0,67.13,0,137.62,0,0,14.83,0,0,0,0,0,0,0,0
 14-21,0,0,1.23,24.91,5209.82,66.16,0,13.25,0,84.97,0,9.36,9.57,71.74,2.76,1.93,60.72,0,0,1334.77,3.79,37.21,71.57,0,13.05,301.85,45.36,17.58,6.99,3.03,0,12626.39,3.49,23.71,13.83,27.99,29.43,177.81,0,0,12.48,0,0.97
 24-34,0.88,0,1.7,3.51,15378.64,24.57,0,157.45,0,1342.19,2.29,25.85,25.33,34.15,77.52,24.28,120.73,0,20.09,89.66,382.94,217.78,388.49,0,152.12,1937.68,49.08,445.31,27.65,0,2.91,29169.21,0,2.32,115.67,14.68,18.95,301.74,0,0,141.24,0,29.96
 36-46,0,0,0.85,0,12584.16,10.01,0,192,5.57,3371.74,12.95,33.27,18.74,2.95,92.5,20.68,123.91,0,11.41,11.68,2537.9,317.12,498.12,7.91,53.15,1390.79,29.21,647.28,19.49,0,2.1,38270.85,0.78,0,33.79,5.38,1.65,364.79,0,1.23,83.41,0,105.15
 48-58,0,0,0,1.75,9333.85,7.04,0,456.95,9.34,4435.08,54.54,142.61,19.04,3.13,97.01,33.62,27.63,25.56,7.7,2.69,1894.46,537.71,310.01,28.03,66.52,1683.97,71.61,334.54,9.35,4.77,8.16,27640.99,0,0,38.83,5.03,0,469.48,0,2.57,93.53,0.5,161.43
 60-70,0.81,0,0,0,7707.87,0.6,0,454.56,4.03,3451.43,50.85,102.46,75.63,11.99,102.15,34.76,61.34,0,7.9,11.17,1278.3,1242.36,212.83,59.66,80.45,873.24,14.47,363.37,3.21,0,16.64,20278.01,0,0,38.11,0,0,301.1,4.43,19.72,79.61,8.36,313.08
 72-82,0,0,2.15,0,6932.04,17.53,1.16,619.61,6.45,2573.19,57.25,183.31,254.17,2.34,197.68,54.99,138.51,27.66,11.46,49.2,813.94,4514.51,133.07,166.31,109.6,937.57,32.58,602.92,6.3,0,30.7,15794.22,0,0,23.63,0,0,226.25,40.47,56.54,288.03,31.17,232.78
 84-94,0,0,4.5,7.61,18896.53,76.02,1.74,681.3,5.59,7415.17,36.9,175.47,685.43,0,138.22,165.52,580.06,16.39,23.37,14.55,1279.41,4936.24,640.51,233.68,83.08,764.27,30.69,823.4,12.88,0,15.65,59661.55,0,0,91.14,11.86,0,212.34,240.78,55.07,264.78,55.68,200.65
 96-106,0,0,11.24,13.54,24125.51,170.06,11.36,1166.48,13.76,6751.69,44.43,310.27,943.09,0,298.4,258.56,708.91,6.37,55.03,83.74,698.75,7222.06,734.65,397.37,122.52,2070.35,121.94,984.88,36.21,0,67.36,50554.59,1.06,0,62.09,3.41,0,163.59,300.35,183.18,658.23,86.86,209.95
108-118,2.02,0,3.42,9.24,32629.09,84.1,29.34,848.34,11.13,12616.8,63.9,294.31,1716.83,0,188.9,246.01,1079.04,47.34,29.26,70.41,1294.59,9141.2,1071.81,441.86,92.84,1888.24,108.38,778.78,20.16,0,59.96,74621.16,0.42,0,68.22,1.48,0,148.36,494.09,242.42,514.95,98.57,354.31
120,11.29,0,1.37,0,19182.25,72.41,37.66,673.41,26.71,6393.67,14.79,167.97,386.7,10.41,443.58,234.84,384.78,21.2,13.38,27.65,523.27,9484.95,576.28,496.34,182.51,1754.85,192.22,484.41,86.34,0,71.67,37729.39,2.3,0,32,2.07,0,70.73,129.19,334.31,790.16,155.67,278.5
