stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.89,221.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,14.97,298.16,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.18,0,0,0,17.56,0,39.25,0,0,0,0,0,0,0,0,0,0
  7-9,37.14,64.22,0,36.43,0,0,0,71.45,0,0,0,0,0,6.96,0,0,0,0,0,0,0,0,0,0,0,802.88,33.42,0,0,619.49,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.09,0,103.67,0,17.69,0,61.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.7,77.35,0,0,587.58,0,6.59,0,51.56,0,5.05,0,0,0,0,0,0
 14-21,0,0,2.2,3.79,119.3,33.98,0,7.28,0,1.17,0,9.08,4.51,0,13.98,0,0,0,0,18.37,0,42.26,0.83,0,28.89,178.64,22.07,3.47,15.4,3.71,0,11.08,25.13,5.71,1.46,57.22,101.84,0,0,26.67,0,0
 24-34,0,0,1.55,5.49,91.64,1.75,0,17.84,0,4.56,1.06,12.28,2.47,0,8.69,1.02,0.64,1.79,5.47,0.86,0,75.76,6.69,0,48.72,678.13,8.53,7.32,14.65,0,0,22.26,4.49,4.46,3.51,12.51,150.74,0,0,130.27,0,6.82
 36-46,0,0,0,0,93.55,1.22,0,21.22,14.93,11.83,0.62,45.18,0,0,10.02,0.98,9.98,9.24,2.11,1.9,9.72,75.3,0,0.89,10.29,1436.84,8.31,21.86,5.2,0,0,43.13,1.63,0.65,3.61,0,269.77,0,0,79.63,0,1.22
 48-58,0,0,0.74,0,33.84,0,0,159.71,6,12.99,0.56,94.53,4.17,1.95,4.93,9.69,0,0.84,4.31,0,2.52,72.84,4.39,4.21,16.27,2112.49,7.16,16.12,11.16,0,0,31.6,0,2.95,4.11,0,298.47,0,0,59.57,0,11.98
 60-70,0,0,0.95,0,57.14,1.23,0,329.34,1.17,14.86,2.7,133.53,3.45,6.41,4.19,1.26,0,10.82,4.73,0,0,126.06,0,23.52,23.29,2820.19,4.25,13.4,26.27,0,2.33,12.69,0,1.41,5.41,0,366.23,2.13,0.63,49.21,0,18.03
 72-82,0,0,7,0,35.39,13.69,0,437.75,0,6.96,8.46,164.96,4.11,1.04,9.52,1.07,3.46,14.55,6.4,0,0,160.56,0,2.31,24.31,2647.35,1,23.76,9.02,0,1.77,18.49,0,0,1.91,0,308.88,1.21,6.18,74.1,6.76,34.06
 84-94,0.62,0,2.95,0,69.7,4.26,2.6,466.93,0.79,23.03,0.82,125.55,4,2.52,9.05,5.35,1.46,6.91,6.4,5.99,0.73,101.34,0.93,6.32,8.21,1874.34,1.55,22.65,28.45,0,4,41.85,0,0.56,4.35,0,225.4,8.15,2.67,81.63,10.92,2.11
 96-106,0,0,14.07,0,81.26,23.54,3.13,558.29,13.68,4.27,7.03,143.75,12.16,0,2.33,12.5,2.99,9.21,16.24,9.5,5.28,171.81,1.8,8.48,8.7,1799.48,8.4,26.65,13.5,0,1.82,39.82,0,1,4.02,0,108.5,1.46,6.23,84.23,9.47,2.33
108-118,0,0,0.58,0.74,109.14,7.6,6.72,450.44,3.68,20.64,1.55,177.03,27.33,0,0.69,4.3,1.36,17.95,10.77,0.43,3.24,153.33,0.94,7.84,10.91,1976.99,6.43,27.24,28.02,0,6.49,36.14,0,1.37,2.78,0,116.61,10.72,0.88,111.42,2.41,13.38
120,0,0,10.75,0,129.28,0,20.87,884.47,5.49,5.38,9.47,234.98,16.26,0,2.69,15.15,3.63,19.52,2.89,1.84,0,249.55,1.49,2.35,16.43,3313.27,14.71,12.03,40.19,0,0,30.79,1.12,3.64,3.32,0,136.32,2.39,0,118.85,3.44,2.78
