stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9.67,287.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,256.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,11.02,6.13,0,3.4,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.29,0,0,0,18.5,0,9.39,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3.18,0,6.47,0,0,1.82,0,0,0,1.01,0,0,0,0,0,0,0,0,0,1.68,0,0,1.27,753.21,0,0.83,0,0,6.19,0,1.04,9.86,0,2.89,279.22,0,0,0,0,0
 24-34,0,0,3.11,0.82,7.31,0.94,0,32.43,0,0.61,0,7.21,0,0,3.35,0,0,0,0,1.98,0.94,12.15,0,0,14.05,3300.73,0.59,52.29,2.49,0,11.89,0,0,9.1,0,0,1160.62,0,0,28.13,0,3.82
 36-46,0,0,0.73,0,9.53,0,0,560.27,2.42,0.68,0,21.72,0,0,0.79,1.36,0.81,0,0.56,0,6.05,13.54,0,0,0,8133.14,1.9,70.5,1.34,0,21.79,0,0,0.6,0.7,0,1956.37,0,0,15.54,0,2.62
 48-58,0,0,0,0,70.48,1.58,0,1933.44,5.19,2.02,7.04,111.27,0.38,0,0.64,1.63,8.07,1.03,0,11.93,5.13,109,1.96,6.23,23.47,11548.39,10.4,51.52,7.65,0,34.27,0,0,1.27,0.93,0,2169.38,0,0.4,8.32,0,20.33
 60-70,0,0,0,0,44.77,4.25,0,2080.86,0,9.8,10.93,141.32,0,0,3.33,5.85,3.42,3.51,2.1,1.63,0,115.83,0.84,3.52,10.67,12862.2,7.58,20.42,4.06,0,26.55,0,0,0,5.06,0,1563.77,0,0,12.71,0.89,22.25
 72-82,0,0,0.81,0,31.55,28.34,0,1542.1,0,12.55,5.95,105.85,6.06,0,1.9,1.18,0,6.84,0.99,1.57,7.19,152.92,6.51,1.54,5.81,8429.46,0.55,17.64,4.62,0,15.98,0,0,1.94,8.71,0,647.24,3.44,2.88,14.93,2.31,15.3
 84-94,0,0,4.58,0,43.84,17.41,0,1223.26,2.3,0,15.58,123.65,0.91,0,1.31,2.98,1.96,9.95,0,4.47,0,82.87,6.11,2.72,6.54,5495.89,11.3,12.39,2.82,0,7.26,0,0,0,1.38,0,380.83,0,0,5.66,0.62,16.91
 96-106,0,0,1.08,0,28.3,23.61,7.8,767.06,0.68,0.56,4.34,71.89,1.36,1.32,0,7.49,1.39,2.43,2.34,34.06,0.69,80.96,0,0,6.22,3979.78,0.58,17.32,3.12,0,29.67,0,0,0.56,3.02,0,193.36,0.71,1.34,6.43,8.81,2.47
108-118,0,0,0,0,43.95,5.2,11.75,682.95,0,0.7,1.06,73.76,4.12,0,0,6.66,5.1,1.37,0,14.19,0,83.72,0,2.64,11.27,4912.79,0,22.08,0.52,0,17.71,0,0,0,0.49,0,109.34,0.68,1,4.25,0.66,2.71
120,0,0,9.35,0,60.68,30.91,0,936.86,5.8,2.35,2.45,130.13,2.91,0,0,11.68,1.65,0,0,13.49,0,51.19,1.05,0,9.36,9394.2,0,24.2,4.8,0,1.86,0,0,0,0,0,313.6,0,0,0,0,16.56
