stage,epidermis,exocrine.pancreas,eye,glial,mesenchyme,neural,pronephros,spinal.cord,vasculature
 36-46,0,0,0.7,0,2.09,0,0,1.42,0
 48-58,8.6,0,0,0,0,5.54,0,3.12,0
 60-70,0,0,0.96,0,0,8.59,0,1.2,0
 72-82,0,0,0.55,0,0,9.7,0,0,0
 84-94,0,0,0,0,0,4,1.29,0,4.7
 96-106,0,0,0,0.97,0,5.85,0,0,0
108-118,0,0.45,0,0,0,1.41,0,0,2.28
120,10.22,0,2.88,0,0,31.41,0,0,0
