stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,53.9,799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,34.56,771.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.15,0,0,0,0,0,8.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.75,0,36.71,0,0,0,17.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.6,23.06,0,0,127.73,0,0,7.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,53.19,0,0,0,13.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.36,14.66,0,0,178.32,0,0,8.5,0,37.51,0,13.03,0,0,0,0,0,0
 14-21,0,0,1.41,0.96,11.96,1.75,0,14.57,0,0,0,1.21,0.85,1.26,2.91,0.81,0,0,3.13,1.07,12.22,0,0,2.4,99.31,4.46,0,1.92,3.06,0,5.09,0,25.46,1.66,169.82,56.31,48.94,0,0,3.13,0,0
 24-34,0,0,0.66,0,13.43,2.75,0,27.41,0,0,0.68,1.24,0.67,1.22,13.41,18.77,0,0,0,0.62,19.31,0.92,0,6.78,222.98,3.96,10.7,3.64,0,0,22.16,0,0,2.21,85.57,15.64,60.12,0,0,4.61,0,0
 36-46,0,0,0.98,0,3.3,0,0,24.65,16.38,0,0,4.71,0,1.33,0,36.97,0,0,0,4.02,8.84,0,0,2.96,390.46,1,13.45,0,0,0,10.27,0,0,0,20.52,0.83,74.44,0,0,1.99,0,1.69
 48-58,0,0,0,0,3.37,0.85,0,75.04,1.97,0,6.63,27.38,0.69,0,5.45,26.92,0.43,0.65,0,2.13,17.4,0.54,0,1.34,595.61,5.66,4.23,3.1,0,0,5.05,0,0,0.46,0.45,0,100.61,0,0,0.58,0,17.59
 60-70,0,0,0,0,6.67,0.75,0,275.07,1.94,1.14,0.64,36.63,0,0,6.05,25.19,3.47,0,0,10,37.92,0,0.89,0.88,983.11,2.01,9.15,3.02,0,2.07,6.73,0,0,0.6,2.92,0,109.5,0,0,2.47,0,7.08
 72-82,0,0,2.39,0,2.16,18.41,0,619.47,5.05,0,1.87,70.65,2.51,4.86,9.6,37.33,5.31,0,0,0.49,55.29,1.2,1.22,6.2,1204.06,0,10.33,13.92,0,1.2,7.82,0,0,0,1.71,0,106.24,0,0,6.8,0,14.67
 84-94,0,0,1.15,0,19.72,10.39,0,547.99,5.18,1.16,3.1,40.13,7.63,0,19.74,61.77,4.31,0.78,5.11,5.52,93.07,0,2.99,3.54,954.06,4.61,0.71,5.72,0,0,10.32,0,0,0.74,4.05,0,79.14,0,2.51,5.23,0,4.76
 96-106,0,0,0,0,26.11,40.82,2.57,597.54,6.13,2.59,2.33,87.13,2.77,2.38,13.88,94.78,3.77,0,7.83,3.32,56.46,0.71,8.92,4.62,771.35,0.77,3.54,12.06,0,0,12.74,0,0,0,2.22,0,38.55,6.19,0,23.15,1.57,14.04
108-118,0,0,2,0,17.8,6.07,4.38,729.02,14.81,1.44,1.4,85.52,7.62,0,29.93,126.73,6.96,3.65,4.32,2.18,59.01,7.72,3.41,12.4,973.31,1.03,8.51,11.91,0,0,15.54,0,0,0.47,9.1,0,58.77,5.75,1.35,1.62,1.93,3.7
120,0,0,0,0,6.37,1.34,0,688.07,26.05,4.67,0,66.71,0,0,29.46,66.19,12.05,0,0,0,62.66,0,8.42,3.28,1334.82,0,18.97,8.22,0,0,6.7,0,0,0,1.32,0,77.29,3.58,0,27.33,0,0
