stage,blastomeres,eye,neural,paraxial.mesoderm
  3-4,47.56,0,0,0
  5-6,0,0,0,12.15
  7-9,0,0,8.6,8.26
 10-12,0,5.94,31.06,11.14
 14-21,0,0,3.35,0
 36-46,0,0,1.85,0
 48-58,0,0.7,0.51,0
 60-70,0,0,2.71,0
