stage,epidermis,eye,glial,mesenchyme,neural,otic,spinal.cord
 14-21,0,0,0,0,1.87,0,1.2
 24-34,0.66,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,1.13
 48-58,0,0,0,0,0.5,0,1.04
 60-70,0,0,0,1.95,0,0,0
 72-82,0,0,0,0,0,0.69,0
 84-94,0,0,0,0,0.65,0,0
 96-106,0,0,0,1.73,0,0,0
108-118,0,0.67,0.48,0,2.82,0,0
