stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,169.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,0,0,0,0,0,0,0,0,0,0
  5-6,100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0,0,0,7.71,0,19.92,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.2,0,0,0,6.48,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,3.26,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.66,0,1.74,0,0,0,0,3.66,0,0,0.86,137.63,0,0,0,0,0
 24-34,0,4.21,0,2.09,0.84,0,14.57,0,0,0,12.2,0,0,0,0,0.68,0,0,0,5.41,6.11,0,0,7.24,1894.24,0,40.75,0,0,0,2.02,1.58,0,0,1.02,475.49,0,0,4.39,0,0
 36-46,0,0,0,5.69,0,0,157.97,0.85,0,0,7.12,0,0,0,0,0,0,0,5.06,0,3.25,0,0,0.8,5363.16,0,46.32,4.08,0,0,0.65,0,0,0,0,1062.97,0,0,0,0,0
 48-58,0,0.65,0,28.71,1.19,0,821.36,6.52,0.49,1.62,73.58,0,0,0.55,0,0,1.96,0,1.49,9.7,27,0.7,7.07,9.28,8641.04,0,23.79,1.35,0,0,11.97,0,0,0,0,1342.69,0,0,9.15,0,33.14
 60-70,0,0,0,6.27,0.59,0,2568.76,1.4,11.72,9.75,78.71,0,1.75,1.7,12.06,0,6.73,1.16,0,0,39.33,0,0,7.35,12444.18,0,34.89,5.02,0,0,5.84,0,0,0,0,1617.31,0,0,0,0.71,4.43
 72-82,0,0.81,0,33.73,5.75,0,3395.76,1.43,5.38,12.82,134.5,2.43,0,1.15,4.41,0,3.93,0,0,1.42,69.18,4.06,0,4.43,11196.48,0,35.51,5.81,0,0,4.68,0,0,5,0,1003.46,0,0,11.03,2.83,39.28
 84-94,0,3.52,0,56.43,14.04,0,2711.93,0,0.6,1.85,104.83,0.99,0,1.7,4.81,1.43,5.49,0,0.83,0,68.78,0,7.35,13.81,8042.64,0,42.06,1.52,0,0,4.61,0,0,0,0,774.6,0,0.64,5.58,4.18,0
 96-106,0,0,0,28.81,13.92,0,2315.13,0,0,0.64,145.33,9.16,0,0,0.75,0.66,0,0,15.56,0,42.09,0,0.62,5.49,6528.82,0,64.86,3.06,0,0,7.46,0,0,0,0,327.54,0.83,3.49,7.99,0,15.96
108-118,0,4.9,0,56.42,0,3.9,2260.86,0.66,0,4.97,128.09,2.3,0,3.23,4.49,0,0,0,3.31,0,46.79,0,1.23,3.11,6372.94,0.51,42.16,0.49,0,3.04,7.3,0,0.94,0,0,232.53,3.04,0,12.62,7.55,1.55
120,0,0,0,48.96,2.81,5.29,2215.98,0,0,20.64,272.02,10.13,0,0,8.08,0,3.86,0,0,0,95.39,1.65,0,7.51,9165.88,3.99,51.61,0,0,0,8.44,0,0,0,0,304.98,0,0,8.01,0,13.4
