stage,eye,glial,gut,mesenchyme,neural,periderm,spinal.cord
 14-21,0,0,0,0,0.86,0,0
 24-34,0.62,0,0,0,4.59,0,2.37
 36-46,1.05,0,0,0,10.63,0.77,5.25
 48-58,1.5,0.48,0,0,17.82,0,0.76
 60-70,1.47,0,0,0,6.48,0,2.41
 72-82,3.69,0.74,0,0.95,16.56,0,0
 84-94,0,0,0,0,6.53,0,0.63
 96-106,1.08,0,0.97,0,6.58,0,0
108-118,0.78,1.65,0,0,10.62,0.6,0
120,5.64,3.28,0,0,16.72,0,0
