stage,eye,glial,mesenchyme,muscle,neural,olfactory,spinal.cord
 14-21,0,0,0,4.51,0,0,1.24
 24-34,0,0,0,0,1.74,0.97,0
 36-46,0,0,0,0,0.78,0,1.46
 48-58,1.19,0,0,0,2.59,0,0
 60-70,0,0,0,0,2.26,0,0
 72-82,0,1.31,1.17,0,0,0,0
 84-94,0,0,0,0,0.58,0,0
