stage,epidermis,eye,ionocyte,mesenchyme,muscle,neural,otic,periderm,somites,spinal.cord,vasculature
 14-21,1.85,0,0,0,0,3.61,1.09,8.26,1.62,1.08,1.09
 24-34,0.59,0,0,0,0,1.89,0,0.68,0,0,0
 36-46,0,0,0,0,0,0.57,0,0,0,0,0
 48-58,0,0.65,0,0,0,7.22,0,0,0,0,0
 60-70,0,8.49,0,0,0,1.54,0,0,0,0,0
 72-82,0,0.89,0,0,3.04,10.32,0,0,0,0,0
 84-94,0,11.61,0,1.96,0,1.65,0,0.58,0,0,0
 96-106,0,0.59,0,0,0,3.7,0,2.11,0,0,0
120,0,0,2.02,0,0,0,0,0,0,0,0
