stage,blastomeres,epidermis,fin.epithelia,neural,notochord
  5-6,13.3,0,0,0,0
 24-34,0,1.98,0,0,0
 36-46,0,9.31,0,0,0
 48-58,0,0.44,0,0,4.07
 60-70,0,2.5,0,0.95,0
 72-82,0,1.13,0,0,0
 84-94,0,3.76,8.12,0,0
 96-106,0,8.05,0,0,0
108-118,0,9.71,0.74,0,0
120,0,9.91,1.05,0,0
