stage,epidermis,eye,glial,heart,lateral.line,mesenchyme,neural,periderm,somites,spinal.cord
  7-9,0,0,0,0,0,0,6.17,0,0,0
 14-21,0,0,0,0,0,0,0,0,0.83,1.23
 24-34,0,0,0,0,0,2.22,5.21,0,0.67,0
 36-46,2.9,0,0,0,1.36,0,3.21,1.85,0,0
 48-58,0,4.59,0,0,0,0,1.57,0,0,0
 60-70,0,0,5.05,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,1.54,0,0,0
 96-106,0,0,0,0.78,0,0,0,0,0,0
120,0,1.91,0,0,0,0,3.79,0,0,0
