stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,27.02,228.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.27,166.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.71,25.51,0,3.82,0,0,36.52,0,0,0,0,0,23.02,0,0,0,0,0,0,0,0,0,0,0,314.39,7.13,0,0,34.68,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,35.19,0,0,63.51,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,730.67,14.52,0,0,135.89,0,0,5.47,0,11.1,0,0,0,0,0,0,0,0
 14-21,0,0,2.26,7.32,71.91,0,1.44,0,0,0,3.16,3.75,0,0,0,11.74,0,0,0,2.32,10.45,1.09,0,9.15,145.54,1.99,7.66,21.43,2.92,0,3.91,0.9,2.76,0,0,3.24,53.74,0,0,0,0,0
 24-34,0,0,1.76,2.4,43.23,1.44,17.73,0,1.42,0,3.95,0,0,0,7.06,3.93,0,3.16,1.1,0,33.89,1.34,0,8.73,507.06,11.23,35.43,18.94,0,0,22.85,0,0.76,0,0,0,80.66,0,0,17.93,0,0
 36-46,0,0,0,0,28.02,2.88,32.59,2.87,3.26,0,6.6,0.56,0,0,32.89,10.59,0,1.89,0,0,49.3,0,0,13.92,1447.49,5.87,42.84,16.98,0,0,9.87,0,0,0,0,0,182.83,0,2.08,19.94,0,0
 48-58,0.58,0,0.85,0.43,26.08,0,145.28,0,0.47,0.43,28.15,0.56,0,1.37,28.38,0.95,0,4.01,3.72,7.51,54.46,2.27,1.82,10.34,2085.76,13.37,17.62,9.26,0,0,3.65,0,0,0.53,0,0,269.48,0,0,19.77,0,2.52
 60-70,0,0,1.61,0,17.76,5.81,247.37,0,12.06,0.67,34.77,0.66,0,1.7,35.68,0,2.03,7.98,0,0,71.76,0,0.62,2.2,2908.72,2.66,17.11,6.13,0,0,6.6,0,0,0.58,1.33,0,339.25,0,0,17.65,2.76,0
 72-82,0,0,1.68,0,29.97,5.45,284.5,0,0,3.02,41.75,6.95,0,1.87,26.94,0.86,0,8.55,0,0,115.1,1.59,3.01,5,2472.9,3.58,28.46,16.03,0,0,2.71,0,0,0,0,0,217.34,5.27,3.21,33.21,1.64,3.58
 84-94,0,0,5.3,0,28.95,4.14,266.5,0,6.22,0.64,49.65,7.53,0,1.46,53.51,4.1,0.7,7.3,14.83,0,132.69,0,22.03,5.65,1667.84,5.3,26.36,33.99,0,0,15.45,0,0,1.37,0,0,184.53,2.62,2.9,42.82,2.78,0
 96-106,0,0,5.7,0,23.17,15.92,171.13,0,1.94,1.82,41.41,19.09,1.06,0.71,79.55,1.92,0,18.32,2.2,7.1,136.52,0,0.88,8.45,1094.17,2.7,37.52,26.59,0,0,8.79,0,0,0,0,0,72.02,4.88,0,34.57,2.95,0
108-118,0,0,2.63,0.74,27.01,4.47,202.74,0,6.14,0,33.35,13.36,0,0,72.46,8.54,2.56,12.11,2.83,1.1,94.79,1.08,3.09,3.59,1570.83,3.07,17.22,27.47,0,2.63,1.7,0,0,0.89,0,0,56.36,2.93,0,45.26,6.2,3.41
120,0,0,5.01,0,41.62,2.52,217.04,0,1.42,12,54.25,11.03,0,2.09,142.55,15.76,0,10.16,5.29,0,124.53,16.75,8.9,0,2242.08,5.31,13.09,5.75,0,0,0,0,0,4.52,0,0,86.96,0,0,24.05,0,0
