stage,epidermis,eye,hatching_gland,immune,mesenchyme,muscle,neural
  7-9,0,0,11.62,0,0,0,4.04
 14-21,0,0,0,0,0,1.28,0
 24-34,2.08,0,0,0,0,0,1.48
 36-46,0,0,0,0,0,0,0.83
 48-58,0,0,0,0.85,0.46,0,0
 60-70,0,6.32,0,0,0,0,0
 72-82,0,0.55,0,0,0,0,0
 96-106,0,0,0,0,0.78,0,0
120,0,0,0,0,13.89,0,0
