stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,75.94,2723.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,75.17,1141.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.03,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.99,25.14,0,3.37,0,0,0,71.91,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,442.61,22.26,0,0,41.36,0,28.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.52,0,71.59,0,0,0,73.45,0,0,0,0,0,15.29,0,0,0,0,0,0,0,0,0,0,0,836.78,44.14,0,0,103.7,0,5.95,0,24.17,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,0.87,50.9,5.39,0,35.46,0,0,0,4.14,1.99,0.94,0,0,0,0,0,0,0.86,29.32,0,0,4.53,206.71,4.72,0,6.11,0,3.22,1.84,9.18,10.51,4.04,37.18,79.75,0,0,0,0,0
 24-34,0,0,0,0.64,9.64,0.95,0,34.46,0,2.63,0,8.53,0.92,0,0,0,1.5,10.12,2.27,1.97,0,19.36,0.61,0.82,10.21,293.86,1.27,4.72,3.51,0,2.79,0,0,8.38,0,4.76,57.14,0,0,0.63,0,0.89
 36-46,0,0,0,0,5.47,0,0,24.14,0,4.64,0.67,16.24,1.95,0,1.65,0,20.69,0,1.39,0,0,13.89,0,3.32,3.37,301.04,0.65,5.36,7.48,0,6.91,0,0,7.97,0.6,0,65.71,0,0,7.65,0,0
 48-58,0,0,0,0,5.49,0.56,0,93.16,1.49,1.28,0,41.97,0.39,2.08,0,0,0.44,0,1.09,6.1,0.46,23.37,2.67,4.02,6.02,227.47,1.36,3,7.98,0,10.59,0,0,1.86,0.93,0,48.93,0,0.42,5.56,0,3.83
 60-70,0,0,0,0,24.69,0,0,288.19,0,10.17,3.31,47.09,6.84,0,0.58,0,3.49,0,0,0,4.21,32.56,3,0,1.59,284.26,1.57,4.94,2.29,0,1.46,0,0,1.73,3.95,0,28.45,0,0,7.58,0,6.54
 72-82,0,0,0.98,0,10.23,0,0,206.87,0,2.76,4.85,36.34,2.85,0,0.58,3.64,1.32,4.27,5.58,0,4.54,55.25,1.21,0.75,5.17,229.66,0,6.47,2.25,0,2.85,0,0,2.14,0.54,0,15.36,0.5,0,6.73,1.19,1.18
 84-94,0,0,0,0,12.61,2.17,0.56,205.26,2.14,1.07,0,21.68,3.79,0.64,0.88,0.61,1.58,0,1.58,0.82,0,34.7,9.22,3.22,4.69,144.52,2.5,0.58,6.02,0,13.36,0,0,9.3,0,0,8.24,2.84,0,3.96,0.78,0
 96-106,0,0,0,0,7.57,4.45,0,154.9,0,10.5,2.64,53.79,6.84,0,1.45,0.66,2.59,1.82,4.51,0.8,0.69,54.32,3.24,3.83,4.22,151.77,1.05,2.28,7.8,0,30.21,0,0,3.65,7.61,0,3.24,0.59,1.23,6.59,4.47,1.09
108-118,0,0,0,0,12.3,1.37,0.6,173.71,0,1.65,1.87,33.52,9.77,0,0.69,0,9.29,1.14,4.92,3.28,0.47,33.16,0.93,0,8.16,196.84,0.92,14.91,14.83,0,9.71,0,0,0.41,0,0,1.31,1.35,0.64,8.61,0.91,5.36
120,0,0,0,3.17,21.68,3.23,0,94.54,0,2.29,0,51.99,4.37,0,8.25,0,1.28,0,0,1.09,0,42.24,0,0,1.42,169.32,0,0,1.59,0,8.62,0,0,5.27,0,0,0,0,0,3.92,6.14,0
