stage,blastomeres,neural,paraxial.mesoderm,pgc,pronephros,somites
  3-4,11.38,0,0,0,0,0
  7-9,0,6.67,3.96,0,0,0
 10-12,0,11.78,0,5.33,4.8,0
 14-21,0,0,0,0,0,1.54
 24-34,0,4.93,0,0,0,0
 36-46,0,12.39,0,0,0,0
 48-58,0,12.91,0,0,0,0
 60-70,0,1.3,0,0,0,0
 72-82,0,4.12,0,0,0,0
