stage,axial,eye,glial,heart,mesenchyme,muscle,neural,spinal.cord
  7-9,6.13,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,4.7,0
 48-58,0,3.66,0,0,0,0,15.48,2.46
 60-70,0,9.12,0,0,0,0,11.29,0
 72-82,0,4.26,0,0,0,1.77,7.6,0
 84-94,0,2.3,0.68,0,0,0,3.51,0
 96-106,0,7.54,0,1.61,1.47,0,9.18,0
108-118,0,16.49,0,0,0,0,18.74,0
120,0,0,0,0,0,0,22.21,0
