stage,axial,blastomeres,eye,fin.mesenchyme,mesenchyme,muscle,neural,notochord,taste
  5-6,14.79,23.62,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,12.3,0,0
 24-34,0,0,0,0,0,0,0,1.01,0
 36-46,0,0,0,4.2,0,0,0,0,0
 48-58,0,0,0.47,1.87,0,0,2.68,0,0
 60-70,0,0,0.89,0,2.62,0.68,0,0,0
 72-82,0,0,0,0,9.17,0,1.79,0,0
 84-94,0,0,0,4.09,0,0,0,0,0
 96-106,0,0,0,2.29,1.93,0,0,0,3.17
108-118,0,0,0,5.26,0,0,0,0,0
120,0,0,0,4.59,0,0,0,0,0
