stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.84,0,0,0,0,0,14.21,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0,0,51.85,0,0,0,14.77,0,436.88,5.24,0,0,0,0,0,0,0,0,0,0
 10-12,9.59,0,57.56,0,0,0,39.66,0,0,0,0,0,1347.26,0,0,0,0,0,0,0,0,0,0,0,596.05,4.18,0,0,165.07,0,433.05,11.92,0,17.02,0,0,0,0,0,0,0,0
 14-21,0,4.35,8.23,96.91,31.02,0,5.68,0,0,0,1.18,14.1,396.11,7.06,1.93,11.06,0,2.99,34.65,0,29.45,47.94,0,9.33,254.64,10.33,28.17,20.12,5.56,0,5250.59,1.33,22.3,9.57,19.05,19.49,49.82,0,0,0,0,0
 24-34,0,0,9.16,96.07,0,0,20.22,0,1.37,0,5.89,266.85,61.86,0.76,3.35,30.2,0,168.07,37.27,0,36.2,19.78,0,10.26,387.72,1.21,1189.78,64.57,0,0.99,3542.03,0,0,116.4,5.27,4.51,42.44,0,0,11.34,0,0
 36-46,0,0,5.94,174.73,2.18,0,22.41,0,3.32,9.3,1.94,174.81,0.99,0,17.88,28.67,0,214.35,31.47,7.33,15.4,15.52,0,4.36,292.36,0,2267.78,80.6,0,0,1747.01,1.71,1,287.5,0,0,36.87,0,0,2.66,0,1.05
 48-58,0,0,4.39,659.21,0.73,0,100.89,0,4.67,0,21.44,168.2,340.23,15.61,28.35,57.18,0.97,704,19.86,1.24,84.69,14.55,0,9.78,347.07,1.97,2029.39,161.18,0,0,1546.74,0,0,51.33,0.42,0,78.77,0,0,9.53,0,35.74
 60-70,0,0,10.35,1125.29,32.01,0,214.93,0,12.62,5.18,19.53,292.02,185.71,7.95,26.67,138.78,0.63,1197.82,44.37,7.12,162.53,23.13,0.75,11.19,314.92,0,2072.42,251.08,0,0,1313.41,0,0,104.16,0,0,63.9,112.55,1.5,0,0,16.67
 72-82,0,10.43,2.33,956.55,33.87,57.03,230.7,4.17,6.69,11.75,58.2,624.11,287.45,6.11,38.15,289.39,16.62,2345.49,18.49,0,288.87,34.62,8.28,17.33,706.86,20.5,4535.23,369.04,0,1.76,662.05,0,0,15.49,1.5,0,39.87,23.48,1.37,23.57,10.93,46.83
 84-94,0,10.36,20.62,1377.62,60.18,138.42,202.24,0,17.07,3.34,33.23,1540.92,112.77,2.12,62.82,490.8,0,3824.77,39.78,10.1,248.93,27.57,1.32,14.44,331.79,12.41,5211.5,152.42,0,0,1064.73,0,0,441.67,9.21,0,31.52,64.14,1.31,11.78,0.6,6.37
 96-106,0,63.09,16.93,931.54,120.44,149.38,490.25,1.95,32.38,1.88,117.15,3783.91,101.62,9.59,66.3,1111.47,5.42,5015.9,93.34,5.1,368.18,100.83,9.13,29.61,861.11,1.49,8899.47,223.47,0,1.32,856.63,0,0,310.63,9.08,0,21.42,50.78,0,27.93,5.43,22.54
108-118,0,13.22,27.9,522.84,41.12,79.62,206.5,2.74,42.39,0.79,88.65,3818.49,10.96,1.35,43.92,546.18,1.2,3852.46,70.38,7.47,477.34,123.62,23.86,27.07,519.26,1.22,6369.88,114.5,0,11.98,1282.61,0,0,494.52,0,0,15.87,56.52,6.2,5.43,2.53,19.9
120,0,0,0,291.91,28.29,16.65,117.52,7.27,1.49,0,48.17,1740.48,0,0,82.01,194.96,40.12,1990.22,121.16,1.33,323.62,82.1,5.4,1.99,449.57,4.62,5724.53,58.17,0,11,320.5,0,0,102.73,0,0,2.98,3,0,19.47,10.26,0
