stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1.11,52.26,508.21,104.18,0,65.96,0,0,0,61.68,6.91,0,4.1,0,1,0,0,2.94,0,325.7,0,0,295.13,2809.88,87.73,0,4.33,1,0,15.52,0,42.76,2.1,0,243.36,828.42,0,0,10.08,0,0
 24-34,0,2.01,9.17,309.49,11.93,0,133.29,0,1.82,1.57,107.1,1.99,0,9.32,0,0,15.15,15.56,4.79,0,385.43,4.1,3.73,239.63,9275.52,32.44,30.28,9.73,0,2.98,100.11,0,1.15,5.74,8.05,14.86,1797.72,0,0,70.09,0,0
 36-46,0,0.77,0,151.99,0.6,0,233.83,5.98,9.91,5.69,232.36,2.46,0,8.2,1.22,0.77,0,13.16,3.7,1.1,506.4,0,15.51,107.17,15718.4,10.81,17.34,7.81,0,9.67,152.22,0,18.37,0,1.17,0,2615.19,0,3.14,35.39,0,1.96
 48-58,0,0,0.44,190.7,4.71,0,1562.35,2.86,28.15,16.99,603.69,5.31,7.15,6.08,6.54,4.84,0,8.6,5.46,10.48,719.34,1.71,34.69,136.29,21379.67,13.91,18.44,8.96,0,4.51,72.47,0,0,6.21,14.79,0,3466.77,0,1.75,64.47,0.9,61.73
 60-70,0,0,0,187.98,11.91,0,3116.93,12.14,18.92,30.34,471.8,4.53,4.48,13.34,5.35,6.58,0.6,17.81,9.67,23.9,969.14,0,76.79,62.69,23255.13,10.21,2.31,14.15,0,4.52,73.5,0,0,1.68,1.94,0,3077.65,1.95,29.72,102.65,4.74,38.58
 72-82,0,3.29,0,193.78,24.73,0,2961.11,10.81,16.94,12.95,572.29,14.31,0,6.34,7.97,1.86,14.21,12.01,2.47,6.51,1144.01,4.14,112.77,92.77,14873.48,2.38,4.99,14.12,0,4.7,25.48,8.27,0,2.8,17.83,0,1480.34,10.45,64.98,162.26,45.62,23.31
 84-94,0,9.56,0,324.26,6.32,0,2163.33,15.59,19.01,16.96,342.77,7.69,0.64,10.46,8.88,3.57,8.95,10.51,7.22,0,849.15,4.49,141.09,59.98,8312.55,14.07,9.18,15.47,0,1.53,26.24,0,0,0,11.14,0,928.55,6.54,51.11,147.61,65.63,21.95
 96-106,0,2.32,0,263.95,68.15,1.14,1392.07,12.36,16.77,13.88,344.46,25.45,0,9.69,6.03,6.18,2.11,14.36,22.35,0,745.95,7.13,78.11,79.29,6208.19,17.56,5.58,14.55,0,26.01,53.93,7.21,0,0,0,0,382.19,3.47,48.11,151.75,60.78,6.67
108-118,0,1.77,0,270.67,12.61,3.75,1307.36,8.91,13.5,17.02,361.94,10.57,0,2.38,3.98,7.33,6.54,21.57,14.54,0,808.51,3.21,105.81,74.45,8215.82,14.03,13.03,14.56,0,24.19,35.15,0,0,1.82,0,0,242.08,8.59,31.71,130.4,67.42,4.4
120,5.21,8.73,0,236.73,22.58,0,1950.81,5.32,12.67,34.89,559.24,15.34,5.2,1.85,46.36,0,11.59,3.9,9.64,0,960.32,7.36,197.96,60.21,12068.86,31.75,4.15,10.7,0,38.05,40.17,0,0,2.26,0,0,251.52,2.22,44.63,345.1,87.08,7.26
