stage,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,lateral_line,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,otic,pericytes,periderm,pronephros,spinal_cord,vasculature,visceral_smooth_muscle
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0
 36-46,0,0,4.49,0,0,4.51,0,0,0,0,5.03,0,0,0,0,2.46,0,0.61,0,0,0,0,0,0
 48-58,0,0,84.68,0,0,0,0,0,1.37,0,0,0.52,0,0,0,52.74,0,0,0,0.73,0,0.85,0,0
 60-70,2.12,0,424.73,5.73,0,0,0,0,0,0,0,5.63,0,0,0,76.52,0,0,0,0,0,3.79,1.4,0
 72-82,7.57,0,544.85,2.5,0,12.97,0,0,0,0.53,0,10.43,0,0,0.84,170.26,0,0,0,0,0,4.65,0,3.85
 84-94,0,0,473.51,0,0,4.91,0,0.6,0,0,0,13.32,0,1.73,0,123.66,0,0,1.31,0,0,4.03,0.61,0
 96-106,4.87,0,572.55,0,0,11.3,0,0,0.82,0,5.58,7.88,0,0,0,74.82,0,0,0,1.63,0,4,2.97,0
108-118,4.28,1.32,854.21,0.91,2.61,3.33,0.52,0,0,0,0,30.47,0.44,5.08,0,108.65,0,0,5.4,0,0,1.9,0,2.27
120,7.85,0,752.45,0,10.02,10.78,0,0,0,0,0,8.1,0,0,0,141.63,5.33,2.3,12.66,0,6.97,0,3.29,0
