stage,eye,mesenchyme,neural,notochord,paraxial.mesoderm,periderm,pronephros
  7-9,5.36,0,0,0,4.76,0,0
 24-34,0,0,0,0,0,0,1
 48-58,0,0,0.75,0,0,0,0
 60-70,0,0,0,2.66,0,0,0
 72-82,0,0,0,0,0,1.89,0
108-118,2.3,2.19,0,0,0,0,0
