stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.12,661.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.54,0,0,0,0,0,0,0,0,0,0
  5-6,38.56,898.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.96,10.72,0,0,9.41,0,6.27,0,0,0,0,0,0,0,0,0,0
  7-9,17.43,5.33,33.86,0,0,0,40.35,0,0,0,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0,459.17,15.5,0,0,203.12,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.98,59.8,0,8.31,0,16.91,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,609.96,8.9,0,0,204.44,0,0,0,20.59,0,11.77,0,0,0,0,0,0
 14-21,0,0,8.36,55.9,5.49,0,5.27,0,1.58,0,1.47,3.78,0,2.59,0,2,0,0,0,0,26.13,0,0,16.19,133.35,4.58,0,2.2,4.56,0,3.35,22.26,0,0.99,20.18,47.35,0,0,2.17,0,0
 24-34,0,0,0.59,28.45,0.61,0,28.51,0,3.12,1.15,8.84,1.34,0,1.64,0,0.83,0,0.6,0,0,36.37,0.91,0,11.68,301.94,0,1.81,4.24,0,0,19.11,1.59,0.69,2,4.74,50.68,0,0,7.43,0,0
 36-46,0,0,0.56,5.12,0.73,0,41.59,0.67,0.62,3.21,13.55,0,0,1.64,0,0,0,2.16,0,1.49,56.58,0,3.22,8.35,233.43,12.24,1.14,0.83,0,0,39.87,0,0,1.04,0,54.25,0,0,0,0,8.92
 48-58,0,1.29,0,5.02,0.39,0,65.97,0,5.64,3.19,15.67,0,0,1.52,0,0,0,0.69,0,1.57,39.09,0,0,4.21,245.08,0.51,0,5.2,0,0,12.82,0,0,0,0,57.96,0,0,9.96,0,6.93
 60-70,0,0,0,10.87,1.86,0,49.01,0,6.17,5.35,18.99,0,0,1.91,0,1.02,0,0,0,0,55,0,1.19,2.99,254.7,4.58,1.44,0.72,0,0,10.16,0,0,1.33,0,39.96,0,1.4,2.68,0,1.15
 72-82,0,0,0,7.48,8.35,0,72.23,0.59,5.57,7.32,24.14,0,0,3.7,0.49,0,1.03,0,0,0,47.42,0,3.08,4.82,180.09,0,0.49,0,0,0,12.37,0,0,0,0,41.6,0.62,0,8.19,3.52,0
 84-94,0,0,0,2.84,20.79,0,59,0.57,3.7,7.22,16,0,0,0,1.98,1.81,0.83,0,0,0,60.18,0,2.83,2.46,134.5,2.53,1.88,3.92,0,1.65,15.86,0,1.34,0,0,18.76,0,0.98,11.4,0,2.54
 96-106,0,0,0,4.98,23.45,0,53.51,0,4.72,6.57,28.52,2.07,0,0,3.36,0.56,0,0.94,7.54,0,53.55,3.23,0,5.25,117.24,0,0.59,7.74,0,4.3,6.52,0,0,0,0,26.6,0,1.05,7.68,4.44,0
108-118,0,0,0,9.57,16.11,1.95,75.54,0,1.74,7.66,24.69,2.16,0,1.76,1.32,0.8,5.71,0,0,5.13,53.9,7.9,5.07,6.77,172.61,2.01,5.21,8.43,0,0,16.92,0,1.16,0,0,14.63,0.52,0.9,6.31,5.35,0.57
120,0,0,0,19.47,1.62,0,33.32,0,2.55,2.12,19.28,0,0,0,0,7.01,3.86,0,0,0,20.43,0,0,4.77,242.63,10.22,1.57,8.64,0,0,23.45,0,0,0,0,0,0,0,0,1.59,0
