stage,eye,glial,mesenchyme,mural_cell,neural,visceral_smooth_muscle
 24-34,0,0,0,0,2.7,0
 36-46,0,0,0,0,5.41,0
 48-58,0,0,0,0,7.98,0
 60-70,0,0,0,0,1.02,0
 72-82,12.31,0,0,0,9.3,0
 84-94,14.98,1.02,0,0,6.77,1.74
 96-106,0,0,0,0,2.82,0
108-118,26.23,0,1.05,0,0,0
120,0,0,0,9.27,4.21,0
