stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,25.43,1327.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.18,1002.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,20.07,0,0,20.51,0,7.86,0,0,0,0,0,0,0,0,0,0,0
  7-9,30.41,34.81,0,58.92,0,0,0,141.73,0,0,0,0,48.68,0,0,0,0,0,0,0,0,0,0,0,1200.5,10.6,0,0,409.97,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.25,0,63.12,0,24.98,0,154.94,0,0,0,0,8.21,0,0,0,0,0,5.32,0,0,0,0,0,1579.46,94.9,0,0,750.99,0,0,19.86,4.43,68.08,0,20.6,0,0,0,0,0,0
 14-21,0,0,0,2.47,54.19,14.33,0,23.48,0,0,42.55,0,2.24,0.81,0,3.8,0,0,0,0.86,30.91,0,0,19.02,341.77,3.91,6.72,16.24,18.21,0,0,0,28.52,27.76,1.08,33.67,208.76,0,0,4.22,0,0
 24-34,0,0,0.66,1.69,23.44,3.64,0,53.41,2.03,0,33.35,0,0,2.38,0,0,0,1.54,3.02,0,87.44,1.03,0,30.82,644.42,0,34.39,13.26,0,0,1.49,0,0,6.35,0,5.05,164.54,0,0,23.81,0,1.57
 36-46,0,0,0,0.96,3.38,0,0,89.15,5.37,2.74,37.03,0.74,0,0.93,0,0,0,4.09,0.67,2.6,47.06,0,1.6,9.31,644.04,5.99,30.86,2.25,0,0,3.33,0,0,3.41,0,0,150.99,0,0,3.64,0,0.85
 48-58,0,0,0,0,18.25,0,0,192.62,3.29,2.56,42.58,0.92,0.93,2.1,0,0,2.19,0,0,0.57,58.95,0,0.54,5.27,543.54,0,25.63,2.5,0,0,4.95,0,0,6.75,0,0,117.89,0,0,9.25,0,4.85
 60-70,0,0,0,0,4.46,0,0,235.78,0,0.77,42.74,1.25,0,0.58,1.03,0.62,0,0.65,0,0,66.85,2.04,2.51,12.59,432.67,0,11.13,11.8,0,0.84,2.81,0,0,1.7,1.84,0,68.34,0,0.67,6.02,2.38,1.58
 72-82,0,0,4.18,0,7.51,0,0,186.95,0,2.59,28.1,1.76,0,3.19,5.66,1.53,0,3.92,0,0,93.37,0,4.39,7.56,226.72,0,14.28,3.93,0,0,1.18,0,0,0.57,0,0,31.15,0,0.72,5.04,7.06,4.22
 84-94,0,0,0.66,0,5.33,0,0,208.28,0.78,0.62,37.3,5.17,0,6.72,9.62,0.67,0,0,0,0,70.63,0,3.64,8.12,181.95,1.22,12.17,8.34,0,0,7.3,2.8,0,3.89,0,0,23.55,2.34,0.88,8.45,1.09,0
 96-106,0,0,0.63,0,12.4,0.6,0,132.05,4.14,4.79,43.04,2.17,0,0.76,12.1,0,0.66,5.01,0,0,62.83,0,2.76,5.5,172.74,0,29.99,11.91,0,2.14,11.35,0,0,0,0,0,17.39,2.74,0,3.53,3.84,3.61
108-118,0,0,2.02,0,17.14,0,4.96,93.45,1.59,5.88,37.4,2.95,0,0,3.21,4.7,4.56,1.34,0.97,1.02,71.45,0.51,2.06,6.37,212.79,0,14.22,10.44,0,3.31,17.68,0,0,0.43,0,0,4.56,1.3,2.53,1.9,0.49,0.75
120,0,0,0,0,15.22,0,0,97.11,0,0,45.54,2.51,0,10.06,3.13,0,0,4.43,0,0,89.03,0,2.75,16.19,229.99,1.81,11.36,5.28,0,0,3.5,0,0,6.17,0,0,4.3,1.27,0,1.96,11.8,0
