stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,751.36,16798.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,1969.69,31849.11,124.19,0,0,0,0,0,0,0,0,0,79.43,0,0,0,0,0,0,0,0,0,0,0,1951.13,81.45,0,0,714.07,0,249.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,243.28,617.79,999.93,0,34.82,0,512.98,0,0,0,0,0,194.87,0,0,0,0,0,0,0,0,0,0,0,10911.87,338.97,0,0,8269.71,0,3.92,79.28,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,288.09,765.28,0,133.8,0,361.87,0,0,0,0,0,64.84,0,0,0,0,0,7.47,0,0,0,0,0,4330.7,140.35,0,0,2150.03,0,4.05,31.94,14.49,935.94,0,20.66,9.81,0,0,0,0,0
 14-21,0,0,6.43,124.46,50.58,0,45.96,0,0.88,0,24.77,9.47,0,1.5,0,0.81,0.87,0,0,10.87,70.75,0,0,55.34,449.61,5.47,2.11,11.31,35.68,0,0,1.27,107.32,2.76,0,103.56,133.52,0,0,3.47,0,3.91
 24-34,0,0,2.39,26.07,10.03,0,37.33,0,0.73,6.32,7.14,0,0,2.82,0,3.25,2.35,7.14,0.9,31.33,74.79,0,0,43.47,300.76,2.29,0,6.99,0,0,14.62,0,0,2.79,0,8.61,89.78,0,0,20.5,0,20.18
 36-46,0,0,0.56,10.6,2.98,0,28.71,0,5.13,3.64,6.1,0,0,0.67,2.27,0.56,3.78,0.8,1.01,14.28,86.88,0,2.92,16.38,153.23,1.53,0,5.18,0,0,9.94,0,0,1.61,0.81,0,57.1,0,1.37,12.8,0,5.93
 48-58,0,0,0,17.76,5.38,0,15.85,0,1.46,2.97,8.17,0.56,0.96,0.58,0.57,5.43,10.88,0.38,1.48,11.8,55.53,1.82,0,12.77,70.46,1.97,0,3.34,0,0.45,18.02,0,0,0,0,0,20.54,0,0,8.33,0,1.76
 60-70,0,0,0,15.76,23.96,0,23.16,0,10.48,2.45,9.94,0.63,2.2,2.9,0.6,3.1,16.14,1.74,1.34,3.27,70.05,0.84,6.2,6.08,48.65,1.69,0,3.59,0,0,8.45,0,0,0.6,0,0,2.88,0,0,29.07,0,1.17
 72-82,0,0,0,4.47,83.61,0,9.16,3.3,2.49,5.86,19.86,2.33,0,3.85,5.2,1.7,6.32,4.01,0,0.5,95.08,1.23,4.42,5.6,27.04,1.64,0,6.87,0,0,4.49,0,0,3.73,0,0,2.81,0,3.78,8.32,3.82,0
 84-94,0,0,0,15.59,57.35,0,25.29,0,1.21,4.44,11.13,3.2,0,3.19,9.67,3.97,3.29,7.61,2.08,1.05,79.39,0.58,13.74,7.25,17.98,4.19,0,11.61,0,0,29.45,1.4,0,1.11,0,0,8.61,0,3.43,10.41,3.42,0
 96-106,0,0,0,16.49,70.31,1.76,12.22,0,0,1.81,6.77,0,0,0,10.29,1,5.79,1.28,1.71,1.38,76.33,0,0,4.96,35.91,0.73,0,1.31,0,0,31.76,0,0,0,0,0,3.42,3.44,0,27.93,0,6.25
108-118,0,0,0,22.36,59.04,0,21.47,0,6.95,7.26,17.09,5.24,0,1.97,12.15,1.34,9.55,1.66,1.46,5.09,92.88,3.79,2.22,5.24,41.64,0,0.43,10.17,0,0.92,25.98,0,0,0.5,0,0,7.03,3.46,2.4,6.87,0,6.88
120,0,0,0,25.49,21.72,5.27,17.02,0,5.63,1.44,3.74,3.29,0,4.12,9.39,0,0,4.92,0,0,107.77,0,0,10.84,20.97,3.27,0,0,0,3.42,46.36,0,0,0,0,0,0,0,1.52,7.77,1.99,0
