stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1387.13,28130.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,2122.52,26526.54,0,19.57,0,0,0,0,0,0,0,0,0,50.97,0,0,0,0,0,0,0,0,0,0,0,661.95,48.41,0,0,177.19,0,351.61,0,0,0,0,0,0,0,0,0,0,0
  7-9,232.37,380.6,0,371.61,0,0,0,985.69,0,0,0,0,0,268.03,0,0,0,0,0,0,0,0,0,0,0,9190.54,334.28,0,0,3240.88,0,19.4,59,0,0,0,0,0,0,0,0,0,0
 10-12,0,228.42,0,257.7,0,45.75,0,642.09,0,0,0,0,0,85.71,0,0,0,0,0,0,0,0,0,0,0,5453.07,200.48,0,0,2149.64,0,13.03,5.55,24.28,208.59,0,11.62,5.32,0,0,0,0,0
 14-21,0,1.36,0,24.22,270.05,64.81,0,118.5,0,2.15,0,31.42,9.67,0,7.63,0,5.43,0,2.35,4.81,0.86,126.56,0,0,113.67,1820.11,31.06,10.23,28.82,57.72,0,46.88,7.17,182.86,13.49,11.73,233.89,616.5,0,0,10.34,0,0.98
 24-34,0,0,1.85,12.56,101.18,8.47,0,357.37,0,8.31,1.63,69.46,5.52,0,7.81,3.16,6.09,3.97,11.74,17.35,14.23,312.64,3.88,1.52,108.01,4147.15,14.87,50.49,40.39,0,0,130.03,0,3.85,6.15,0.65,38.37,909.86,0,0,58.86,0,6.61
 36-46,0,0,0.98,0.63,67.94,10.35,0,977.67,5.89,2.75,4.95,156.84,3.3,0,1.96,12.63,0,4.85,6.06,20.46,9.21,308.07,3.08,3.51,62.66,4525.06,30.27,35.84,38.39,0,0,126.06,0.73,0,3.97,5.36,0.83,989.3,0,5.7,81.89,0.78,9.85
 48-58,0,0,0,1.1,92.64,7.27,0,1494.86,6.28,27.65,10.91,232.23,7.42,6.68,7.06,14.28,0.95,9.73,6.54,4.52,8.59,404.91,3.41,14.9,60.7,3937.98,11.94,17.67,13.81,0,0.46,81.57,0,2.72,6.1,3.14,0,805.67,0,0.44,41.46,0,24.63
 60-70,0,0,1.66,0,82.33,3.17,0,1860.73,3.95,11.67,8.34,147.65,7.23,0,3.95,27.08,14.83,10.2,9.59,2.11,21.92,341.13,2.39,8.91,40.55,3024.61,16.51,11.45,25.82,0,2.06,64.94,0,0,5.07,2.58,0,442.16,0.61,3.61,30.62,4.17,13.11
 72-82,0,0,4.93,0.56,74.01,80.52,0,1293.5,1.71,4.06,23.98,211.57,12.68,2.24,9.39,10.16,3.4,2.5,7.44,1.95,6.49,411.94,7.41,22.41,34.37,2343.59,4.81,23.9,26.11,0,1.58,31.3,0,0,1.05,4.46,0,342.72,3.71,6.57,60.85,9.27,16.45
 84-94,0,0,1.77,0,77.78,78.56,0,821.51,2.37,17.26,16.36,126.35,13.11,4.8,0.73,22.94,6.72,19.86,7.39,25.66,8.55,329.29,4.66,22.1,21.79,1338.47,7.96,16.44,39.64,0,4.86,137.64,0,0,2.67,0.62,0,175.28,7.51,1.95,45.22,3.04,27.23
 96-106,0,0,3.67,0,70.03,110.13,0,779.2,1.65,6.07,10.97,160.43,23.57,0,6.65,17.96,5.21,8.55,8.83,2.52,4.3,307.43,11.02,15.38,26.24,1344.58,4.25,30.51,22.7,0,9.24,174.61,0,0,2.78,4.28,0,114.4,8.07,1.83,51.96,9.49,9.93
108-118,0,0,3,0.74,108.94,47.93,23.14,668,0.46,27.39,21.99,172.38,15.26,0,2.81,25.55,6.55,15.77,10.02,7.74,7.95,342.68,8.65,20.79,56.79,1580.27,3.69,14.15,23.17,0,4.87,135.58,0.79,0,6.39,2.16,0,88.87,8.43,2.58,48.72,1.83,11.04
120,0,0,0,1.66,129.91,55.99,2.84,628.96,0,12.27,11.98,276.67,22.45,0,1.17,44.32,11.28,5.23,14.73,18.25,4.53,358.64,12.84,14.71,31.55,1818.06,17.4,23.16,37.17,0,9.21,85.11,0,0,9.21,0,0,73.23,10.81,6,70.58,7.07,14.51
