stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,66.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.28,0,16.72,0,0,0,0,0,0,0,0,0,5.39,0,0,0,0,0,0,0,0,0,0,0,98.43,0,0,0,80.62,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,10.34,0,48.93,0,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.75,7.75,0,0,69.95,0,0,0,22.91,0,6.22,0,0,0,0,0,0
 14-21,0,0,6.58,119.64,11.36,0,26.06,0,0.95,0,6.75,3.92,3.13,4.21,0,0,0,0,0,0,83.35,0,0,66.69,442.64,25.91,0,8.8,3.88,0,2.55,6.92,5.99,15.31,44.4,95.79,0,0,8.08,0,0
 24-34,0,0,8.77,43.74,4,0,72,0,0.68,2.52,29.42,6.65,0,5.77,2.11,0,0.6,0.79,3.64,0,277.98,0,0,126.71,1103.01,17.31,1.99,19.73,0,0,26.56,0,3.8,5.28,13.4,228.09,0,0,17.74,0,2.56
 36-46,0,0,0,27.11,3.94,0,84.4,6.43,2,6.35,40.07,2.04,0,0.75,0,0,0,1.44,0,0,204.38,0,5.6,65.79,991.4,7.57,2.44,4.9,0,0,16.72,0,2.02,2.16,0,205.26,0,0,4.61,0,1.22
 48-58,0,0,0,10.76,0,0,85.98,0.85,6.01,5.97,71.08,0,0,1.22,0,0,1.14,2,0,0,132.6,1.05,3.71,38.83,697.84,5.51,0.46,9.39,0,0,4.81,0,0,1.53,0,138.35,0,0,14.77,0,4.09
 60-70,0,0,0,11.81,3.24,0,129.62,0,8.37,7.39,70.13,0,0,1.47,0,0,0,0,0.87,0,124.24,0,1.5,11.45,791.34,13.06,2.39,5.62,0,1.9,5.44,0,0,0,0,150.95,0,0,4.25,0.98,0
 72-82,0,0,0,9.99,14.74,0,142.79,2.23,5.5,12,95.49,1.5,0,0,0,0,1.29,3.43,0,0,140.23,0,4.39,16.92,603.18,6.96,2.41,7.93,0,2.17,14.72,0,0,4.49,0,109.09,0,0,27.11,5.18,4.72
 84-94,0,0,0,40.04,18.59,1.17,131.38,12.12,3.83,18.16,74.27,5.62,0,1.45,0,1.86,0,0,0,0,116.1,0,2.25,6.95,560.05,0.62,4.06,8.4,0,3.48,32.24,0,0.67,6.72,0,60.23,0,2.66,13.46,0,9.73
 96-106,0,0,0,20.83,51.3,0,82.12,18.37,1.63,14.65,74.06,2.17,0,1.56,1.02,0.62,0.75,2.27,0,0,123.59,0,4.05,9.17,322.75,8.56,13.57,6.47,1.2,2.71,28.75,0,0,0,0,13.48,2.87,2.44,35.49,1.85,9.94
108-118,0,5.04,0,19.89,35.69,7.39,93.71,0.92,2.51,9.75,97.99,8.4,0,8.19,1.89,1.1,6.21,0,8.76,3.69,171.71,8.33,4.97,11.35,509.58,4.09,4.72,3.29,0,5.72,33.55,0,3.59,0.57,0,25.92,0,1.11,15.25,1.04,7.4
120,0,0,0,30.66,41.94,5.27,115.35,1.06,7.49,8.33,195.33,4.78,0,0,7.85,0,0,0,1.58,0,220.09,1.05,8.18,36.37,457.14,3.51,0,9.32,0,18.35,34.5,0,2.05,0,0,13.76,0,0,9.5,0,0
