stage,blastomeres,endoderm,erythrocytes,eye,fin_mesenchyme,glial,neural,notochord,paraxial_mesoderm,spinal_cord
  3-4,56.19,0,0,0,0,0,0,0,0,0
  5-6,71.73,0,0,0,0,0,0,0,0,0
  7-9,5.36,9.11,0,3.53,0,0,60.46,0,21.76,0
 10-12,0,0,0,4.54,0,0,92.6,4.45,20.93,0
 14-21,0,0,0,0,0,0,0,0,0,1.49
 36-46,0,0,0,0,0,0,0,0.64,0,0
 48-58,0,0,0,2.01,0,0,2.59,0,0,1.25
 60-70,0,0,0,1.04,0,0,0,0,0,0
 72-82,0,0,0.9,0,0.75,0,2.21,0,0,0
 96-106,0,0,0,0.82,0,0,0,0,0,0
108-118,0,0,0,0,0,1.85,1.33,0,0,0
