stage,eye,glial,mural.cell,neural
 14-21,2.32,0,0,1.25
 36-46,0,0,0,7.35
 48-58,0,0,0,0.6
 72-82,0,2.35,0,0
 84-94,0,0,0,0.59
108-118,0,0,0.45,1.3
