stage,eye,glial,mesenchyme,muscle,neural,olfactory,somites,spinal.cord
 10-12,0,0,0,0,4.39,0,0,0
 14-21,0,0,0,0.83,6.27,1.44,1.1,0
 24-34,0,0,0,0,11.31,0,0,0
 36-46,0,0,0,0,24.89,0,0,0.65
 48-58,1.13,4.83,0,0,26,0,0,3.65
 60-70,0.78,5.36,0,0,9.33,0,0,7.73
 72-82,0,5.5,0,0,3.83,0,0,0
 84-94,3.95,2.46,0,0,0,0,0,0
 96-106,0,5.64,0,0,8.12,0,0,0
120,7.12,1.8,1.34,0,13.42,0,0,0
