stage,endocrine.pancreas,epidermis,eye,fin.mesenchyme,glial,lateral.line,mesenchyme,muscle,neural,olfactory,otic,paraxial.mesoderm,presomitic.mesoderm,pronephros,somites,spinal.cord
 14-21,0,0.88,0,0,3.35,0,0,0,9.97,0,0,1.19,1.79,2.38,0,4.72
 24-34,0,1.24,1.05,0,0,0,1.36,0,4.43,1.12,0,0,0,0,0.64,3.75
 36-46,0,0,2.47,0,1.7,0,1.85,0.63,4.64,0,0,0,0,0,0,5.96
 48-58,0,1.51,1.25,0,0.96,0,1.01,0,4.63,1.08,0,0,0,0,0,6.42
 60-70,0,0,0.78,0,0.6,0,2.05,3.49,4.62,0,0.62,0,0,0,0,1.47
 72-82,0.79,0,7.16,0,0.88,1.55,2.28,0,0.86,4.93,0,0,0,0,0,0
 84-94,0,1.18,0,0,0.87,0,0.79,0,1.65,0,0,0,0,0,0,0
 96-106,0,3.47,0,0,0,0.58,3.08,0,0.75,2.65,0,0,0,0,0,0.68
108-118,0,1.01,0,0.73,0.55,0,1.55,0,6.02,10.16,0,0,0,0,0,0
