stage,epidermis,erythrocytes,eye,heart,mural.cell,neural,periderm
 36-46,0,0,0,0,0,2.13,2.28
 48-58,0,0,0,0,0,0.86,2.18
 60-70,3.24,0,0,0,0,2.22,0
 72-82,0,6.54,0,2.58,0,0,1.72
 96-106,0,0,2.99,0,0,0,0
108-118,0,0,0,0,1.34,0,0
