stage,eye,gut,iridophores,mesenchyme,muscle,neural,spinal.cord
 14-21,0,0,0,0,0,0,1.16
 24-34,0,0,0,0,0,1.29,0
 36-46,1,0,0,0,0,0,0
 48-58,0,0,0,0,0,1.9,0.42
 60-70,0.82,0,0,0,0,2.75,0
 72-82,3.14,0,0,0,0,0,0
 84-94,0,0.66,0,0,0,0,0
108-118,4.73,0,1.15,2.56,1.58,0,0
120,0,0,0,0,0,11.75,0
