stage,blastomeres,epidermis,eye,mesenchyme,neural,olfactory,spinal.cord,taste
  7-9,5.08,0,0,0,0,0,0,0
 10-12,0,0,0,0,10.06,0,0,0
 14-21,0,0,0,0,1.31,1.74,0,0
 36-46,0,0,0,0,0,17.96,1.01,0
 48-58,0,0,0,0,0,24.56,0,0
 60-70,0,0,0,0,0,96.06,1.72,0
 72-82,0,0,3.24,0,0.78,38.12,0,0
 84-94,0,0,0,0,3.54,97.07,0,0
 96-106,0,1.5,2.17,0,92.45,4.83,0,0
108-118,0,0,0,2,0,91.01,0,0.75
120,0,0,0,49.98,0,3,0,0
