stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,155.03,4000.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,124.21,1972.22,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,85.51,8.7,0,0,18.95,0,33.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.53,0,0,4.15,0,0,0,35.57,0,0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,212.97,0,0,0,89.96,0,0,5.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.85,0,6.76,0,0,0,39.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.77,17.69,0,0,108.45,0,0,8.58,0,5.33,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.82,12.01,3.56,0,9.51,0,0,7.36,4.13,0,0.89,0,2.13,0,0,0,0,16.95,0,0,5.45,166.37,3.93,3.37,0,3.08,0,2.45,0,16.92,1,2.74,8.17,47.35,0,0,1.92,0,1.92
 24-34,0,0,0.66,1.44,6,1.36,0,23.03,0,0,4.38,0.67,0,0.82,0.68,0.63,2.07,0,0,0.75,22.67,0,0.89,12.32,276.01,2.26,6.78,2.52,0,0,0.86,0,0,0.91,0,4.66,100.37,0,0,15.63,0,0
 36-46,0,0,0,0,8.2,0,0,39.64,0,0.79,14.37,0,0,0.84,0.57,0,0.61,0,0,0.7,28.51,0,0.92,6.16,249.93,5.89,5.07,0,0,4.12,3.22,0,0,0.58,0,0,102.82,0,0,24.82,0,2.8
 48-58,0,0,0,0,6.86,0,0,83.8,0,1.76,20.48,0,0,3.5,0,0.39,0.83,1.05,0,5.39,26.36,0,0,2.16,301.71,0,5.15,1,0,0,4.52,0,0,4.15,0,0,97.42,0,0,5.87,0,5.81
 60-70,0,0,2.34,0,7.45,0,0,124.25,2.76,0,14.99,2.53,0,1.19,0,0.59,2.63,0,0,0,55.87,3.59,1.65,2.65,285.59,7.03,8.98,0,0,0,5.03,0,0,0,0,0,56.36,0,0.63,1.91,0,4.15
 72-82,0,0,0.87,0,9.18,10.48,0,142.62,0,2.07,49.3,1.11,0,0,1.21,3.18,2.68,0,0,0,70.85,0,3.37,5.77,387.05,0,8.44,1.38,0,0,1.24,0,0,0.66,0,0,34.99,0,0,9.25,1.13,13.99
 84-94,0,0,0,0,5.38,0.78,0,134.76,0.62,2.83,15.11,4.6,0,0,4.14,4.87,3.61,0,0,4.96,44.42,0.65,1.04,3.41,226.8,0.65,3.61,1.9,0,1.31,9.74,0,0,1.17,0.61,0,9.88,1.76,3.87,7.13,0,0
 96-106,0,0,1.23,0,8.84,3.55,0,108.96,0,0,23.72,1.95,0,0.62,0.77,6.03,0.76,1.82,0,2.32,50.37,0,0,2.01,271.59,0,14.14,1.19,0,0,20.29,0,0,0,0,0,9.3,0,2.46,18.27,4.28,6.59
108-118,0,0,0.85,0,11.2,9.42,0.88,192.49,0,4.41,30.65,3.59,0,0,3.35,0.88,2.86,1.56,3.26,6.77,45.3,1.41,1.19,2.89,253.62,0,1.86,2.35,0,5.02,0.48,0,0,0,0,0,17.33,0,0.96,10.64,1.68,1.72
120,0,0,0,0,19.21,7.19,0,101.69,0,5.01,20.36,0,0,0,1.43,4.02,0,0,0,3.43,55.98,0,0,10.24,463.8,3.12,12.09,3.28,0,0,15.25,0,0,0,0,0,9.8,0,7.08,19.22,0,0
