stage,eye,fin_epithelia,immune,mesenchyme,neural,notochord,periderm,spinal_cord
 24-34,1.18,0,0,0,1.38,0,1.03,2.35
 36-46,0,0,0,0,2.17,0,0,0
 48-58,0.44,0,0,0,0,0,0,1.19
 60-70,0.84,0,0,0,0,0,0,0
 72-82,1.29,0,1.41,0,0.75,0,0,0
 84-94,0,0,1.84,0,7.13,0,0,0
 96-106,0.69,0,14.7,1.42,0,0,0,0
108-118,0,2.01,3.07,3.7,1.56,0,0,0
120,6.51,0,59.61,0,0,6,0,0
