stage,eye,fin.epithelia,hatching.gland,immune,mesenchyme,muscle,neural,olfactory,otic,paraxial.mesoderm,periderm,spinal.cord
 10-12,0,0,5.92,0,0,0,8.71,0,0,8.93,0,0
 24-34,0,0,0,0,0,0,0.69,0,1.42,0,0,3.08
 36-46,0,0.8,0,0,0.77,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0.5,0.38,0,0,0.6,0
 60-70,0,0,0,0,0,0.65,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,8.85,0,0,0,0,10.46
 84-94,0.72,0,0,0,0,0,1.45,0,0,0,0,0
108-118,0,0,0,0.52,0,0,0,0,0,0,0,0
120,14.06,0,0,0,0,0,6.31,0,0,0,0,0
