stage,endocrine_pancreas,endoderm,gut,immune,neural,paraxial_mesoderm
  5-6,0,0,0,0,0,8.94
  7-9,0,4.48,0,0,0,0
 72-82,2.39,0,0.64,0,0,0
 84-94,1.26,0,0,0,0,0
 96-106,5.21,0,7.01,0,0,0
108-118,0.91,0,1.61,0,0.85,0
120,0,0,3.24,1.88,2.37,0
