stage,endoderm,eye,fin.epithelia,fin.mesenchyme,glial,liver,mesenchyme,neural,periderm,somites,spinal.cord
 14-21,0.85,0,0,0,0,0,2,1.33,0,1.01,1.07
 24-34,0,0,0,0,0,0,0,3.53,0,0,0
 36-46,0,0,0,0,0,0,0,6.26,6.82,0,0
 48-58,0,0,0,0,0.57,0,0,0.5,0,0,0
 60-70,0,0,1.77,0,0,0,0,0,0,0,0
 72-82,0,1,0,6.22,0,0,0,1.1,0,0,0
 96-106,0,4.52,0,0,0,1.22,0,0,0,0,0
108-118,0,0,0,0,3.93,0,0,0,0,0,0
