stage,epidermis,eye,fast_muscle,fin_mesenchyme,glial,ionocyte,mesenchyme,mural_cell,muscle,neural,otic,presomitic_mesoderm,slow_muscle,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0,0,0,1.12,1.54,1.03
 24-34,0,1.32,0,0,2.23,0,0.71,0,0,22.27,0.69,0,0,6.84
 36-46,0,6.83,0,0,0,0,0.64,0,0,22.26,1.31,0,0,0
 48-58,0,14.92,0,0.41,2.23,0,5.3,0,0.57,42.72,3.47,0,0,0
 60-70,1.36,11.04,0,0,0,0,9.44,0,0.67,32.22,0,0,0,6.61
 72-82,0,6.8,0,0,0,0,2.46,6.29,4.28,15.84,0.53,0,0,0
 84-94,0,0.56,0.76,0,0,0,0.84,0,0,2.42,1.18,0,0,0
108-118,0,0,0,0,0,2.32,7.41,0,0,0,0,0,0,0
120,0,2.65,1.66,0,0,0,0,0,0,16.37,0,0,0,0
