stage,blastomeres,eye,mesenchyme,neural,olfactory,spinal_cord
  5-6,7.01,0,0,0,0,0
 24-34,0,0,0,0,0,1.24
 36-46,0,0,0,0,7.78,0
 48-58,0,0,0,6.34,14.57,0.45
 60-70,0,2.86,0,1.2,42.87,0
 72-82,0,0,1.54,9.45,15.4,0
 84-94,0,0,0,4.92,52.22,0
 96-106,0,0.56,0,0,142.4,0
108-118,0,0,0,0,14.98,0
120,0,0,0,0,43.86,0
