stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,138.05,1865.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.14,1026.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.86,0,0,0,8.94,0,36.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,18.06,0,0,0,0,90.19,0,0,0,0,0,26.35,0,0,0,0,0,0,0,0,0,0,0,376,72.3,0,0,137.55,0,0,11.71,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,4.41,0,41.55,0,6.05,77.26,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,803.14,86.08,0,0,146,0,10.99,4.94,0,62.43,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,5.87,124.66,12.02,19.49,0,1.74,0,2.71,2.58,5.1,6.62,1.43,3.4,0,0,0,0.86,36.4,0,0,18.63,183.81,87.58,3.99,4.86,8.55,0,51.54,0,24.88,2,1.99,37.49,87.7,0,0,6.37,0,0
 24-34,0,0,0,1.44,71.29,0.81,45.64,0,5.75,1.31,17.85,0.71,0,3.51,1.97,2.11,0,4.13,0,6.82,101.87,4.8,3.25,57.5,353.04,10.38,7.49,8.72,0,0,134.79,0,2.33,3.68,0,10.26,85.34,0,0,14.01,0,7.36
 36-46,0,0,0,0,20.97,2.98,75.66,1.42,5.62,8.69,26.04,0,0,4.29,3.15,3.26,0,0,0,1.86,84.45,1.86,0.68,35.37,287.7,3.07,3.86,2.92,0,0.77,157.66,0.81,5.49,1.19,0,0.83,70.38,0,0,29.84,0,7.02
 48-58,0,0,0,0.4,45.54,0,194.57,5.53,6.45,8.69,87.16,0.37,0.7,3.32,1.93,0,0.39,0.82,0,11.97,170.93,13.15,4.79,31.69,290.31,2.42,6.43,5.92,0,0.4,125.73,0,0,1.42,0.46,0,85.89,0,0.84,6.59,0,2.97
 60-70,0,0,0,0,37.86,0,283.74,3.52,1.81,3.87,56.85,0,1.71,0.7,7.98,1.37,2.88,2.21,0.74,7.55,218.84,7.87,7.71,10.45,212.92,0.63,13.55,11.42,0,0,86.3,0,0,1.88,0.64,0,35.59,0,1.2,18.54,0.64,18.33
 72-82,0,0,0,0,24.51,1.53,207.42,0.8,6.98,2.92,57.07,4.17,0,4.12,3.33,0.66,0.65,5.8,0,0,172.7,11.74,15.9,10.91,213.18,0.56,7.37,10.25,0,0,37.49,0,0,0.53,3.45,0,8.65,3.18,5.66,12.79,1.84,10.55
 84-94,0,0,0.81,0,26.35,0,216.41,0,5.69,3.18,32.92,21.46,0,1.18,5.35,1.35,4.17,4.41,0,4.86,141.44,15.33,10.29,13.48,136.9,2.72,8.58,13.83,0,0.6,93.43,0,0,1.31,0,0,7.83,1.46,0.63,12.62,4.07,3.06
 96-106,0,0,1.06,0,15.65,7.92,226.85,0,1.71,2.34,35.08,17.21,0,3.14,7.22,0.96,0,14.4,0,0,106.88,18.7,7.81,6.96,150.75,0.8,12.33,9.64,0,4.47,43.96,0,0,0.74,0,0,3.96,4.35,1.93,16.32,6.38,5.9
108-118,0,0,0,0,37.06,8.76,129.26,1.04,2.24,1.2,48.67,16.91,0,0,11.21,2.82,4.35,7.31,6.22,4.65,77.15,15.33,4.62,2.21,148.81,5.07,6.4,12.28,0,3.27,60.22,0,0,1.48,0,0,0,2.52,1.47,12.64,0.73,4.18
120,0,0,0,0,25.62,4.53,184.59,1.26,0,0,38.06,16.07,0,3.24,24.57,3.78,10.85,3.53,0,0,53.56,16.85,13.04,7.14,209.39,2.84,3.99,4.06,0,3.42,49.02,2.5,0,1.07,0,0,0,1.63,2.41,10.01,8.85,1.1
