stage,erythrocytes,eye,mesenchyme,muscle,neural,notochord,presomitic_mesoderm,somites,spinal_cord,vasculature
 14-21,1.03,0,0,3.11,2.73,0,0.91,0.9,0.92,0
 24-34,0,0,0,0,1,0,0,0,0,0
 36-46,0.57,0,0.95,0,2.17,0,0,0,0,0
 48-58,0,0.47,0,0.7,0,0,0,0,0,0
 60-70,0,0,0,0,0.72,0,0,0,0,0
 84-94,0,0,0.73,0,0,0.76,0,0,0,0
 96-106,4.88,0,0.95,0,0,0,0,0,0,0
108-118,0,0,0.42,0,0,0,0,0,0,0.97
