stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,213.82,2830.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,102.85,2400.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59,14.56,0,0,0,0,7.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.57,26.14,53.17,0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.85,24.97,0,0,65.1,0,0,0,0,19.63,0,0,0,0,0,0,0,0
 10-12,0,5.54,4.21,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.93,4.54,0,0,89.01,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,8.13,147.1,22.6,0,89.14,0,0,0,34.17,8.76,0.91,3.18,0,0.86,0,0.93,4.33,0,79.52,1.1,0,73.29,822.08,22.06,0.86,13.43,13.4,0,2.62,0,40.44,8.86,0.81,73.1,250.34,0,0,2.91,0,0
 24-34,0,0,4.74,134.06,2.34,0,115.44,0,5.36,6.36,27.23,0.61,0,11.72,0,0,0,6.62,7.54,3.41,175.04,0,0.82,83.05,1409.14,8.71,8.69,14.58,0,0,1.24,0,0,23.46,0,22.44,427.54,0,0,32.75,0,0
 36-46,0,0,0.6,71.07,0.76,0,143.64,0,5.96,7.92,100.56,2.62,1.6,9.37,0,0.61,0,5.52,1.74,45.05,338.07,0,1.37,82.99,1331.32,19.6,0.63,26.17,0,0.77,0,0.74,0,17.89,0,0,369.52,0,1.04,23.78,0,11.8
 48-58,0,0,0,61.83,0,0,125.01,0,10.84,16.35,120.72,1.68,0,9.5,0,7.8,1.05,5.24,0,70.06,524.4,1.67,8.55,67.56,562.41,15.71,0.77,15.78,0,0,0,0,0,1.06,0,0,259.38,0,1.58,15.21,0.72,30.37
 60-70,0,0,0,39.81,0,0,107.75,0,14.3,17.83,231.34,8.61,0,4.76,0,3.51,8.35,13.49,1.2,22.34,805.76,0,20.23,62.52,370.36,11.88,0,34.85,0,1.45,6.56,0,0,1.97,0,0,127.86,0,20.65,16.99,5.03,49.72
 72-82,0,0,0,30.12,0.8,0,92.45,1.33,6.8,12.62,222.29,9.59,0,11.55,6.5,9.01,9.64,26.65,4.09,22.35,916.98,0.51,53.66,78.24,198.76,5.73,0.74,24.16,0,1.87,0.54,0,0,2.51,0,0,48.25,0.82,21,23.61,13.75,12.35
 84-94,0,0,0.76,53.77,3.88,0,117.76,0,21.93,34.45,188.62,25.71,0,7.03,6.24,20.08,23.66,22.38,0.82,63.84,711.75,0.65,28.63,41.26,194.22,13.94,0.93,27.59,0,1.51,3.13,1.4,0,4.72,0,0,35.46,1.06,22.68,27.55,25.45,42.14
 96-106,0,0,0,34.92,0,2.28,71.97,0,9.23,21.71,139.36,22.45,0,18.45,0.79,19.13,7.69,15.45,5.04,23.61,640.18,0.78,25.38,34.62,174.04,6.27,2.94,29.72,0,10.47,16.67,0,0,3.44,0,0,28.99,0.72,6.91,24.63,16.18,9.94
108-118,0,0,0.45,50.94,0,3.2,115.18,0,4.28,12.93,174.84,10.29,0,12.08,3.32,20.48,27.28,17.55,2.15,18.99,682.44,0.77,25.81,27.82,174.22,7.67,1.09,35.21,0,8.43,3,0,0,12.01,0,0,45.33,1.2,19.38,21.65,14.01,4.85
120,1.12,0,0,55.43,0,0,112.93,0,14.93,21.52,171.87,14.06,0,7.42,0,11.64,12.94,5.04,22.46,20.3,812.32,0,32.06,37.18,239.88,31.89,0,21.99,0,12.91,0,0,0,3.29,0,0,41.52,3.68,27.5,13.2,31.55,12.45
