stage,erythrocytes,eye,immune,mesenchyme,neural,spinal.cord,vascular.smooth.muscle
 14-21,0,0,0,0,0,0.99,0
 24-34,0,0,1.28,0,1.61,0,0
 36-46,0,0,5.98,0,0.81,0,0
 48-58,0,0.4,12.64,0,4.15,0,0
 60-70,0,1.49,18.62,0,1.03,0,0
 72-82,0,3.32,15.74,2.78,1.48,0,0.91
 84-94,0,0,34.3,0,4.97,0,0
 96-106,0,0,35.28,0,1.35,0,0
108-118,2.2,0,26.53,0,0,0,0
120,0,0,68.24,4.12,0,3.5,0
