stage,blastomeres,epidermis,erythrocytes,eye,gut,neural,spinal.cord
  5-6,9.08,0,0,0,0,0,0
 24-34,0,0.75,0,0.78,0,2.84,0.91
 36-46,0,0,0,0,0,6.38,1.51
 48-58,0,0,0,0.64,0,14.25,2.61
 60-70,0,0,0,8.27,0,10.25,2.94
 72-82,0,0,0,6.77,1.02,3.02,0
 84-94,0,0,0,14.66,0,7.79,6.09
 96-106,0,0,1.73,0.93,0,13.35,0
108-118,0,0,0,4.29,0,8.43,0
120,0,0,0,21.36,0,34.27,0
